50103,Montréal,QC,"1050 A, Boul. Saint-Jean-Baptiste",45.641026,-73.499682,19,8HR,1,12,20,25,30,33,38,42,44,46,51,56,98.65296804,23,29,34,32,28,26,27,23,19,16,20,22,25,9.858767545
50109,Montréal,QC,"2495 Duncan / Decarie, Mt-Royal",45.502648,-73.663913,41,8HR,1,8,16,21,26,29,33,36,39,40,48,52,99.09817352,19,22,26,27,24,23,23,20,16,14,16,18,21,9.187763187
50113,Laval,QC,1160 Boul Pie-Ix,45.547463,-73.748317,35,8HR,1,12,21,26,31,35,38,42,45,46,51,53,95.94748858,25,29,35,32,29,27,26,24,19,16,21,23,26,9.850990484
50119,Longueuil,QC,Face Au 1819 Rue Victoria,45.52207,-73.4881,32,8HR,1,13,21,26,31,35,39,42,45,48,55,56,92.62557078,22,28,33,32,29,29,30,26,21,18,20,23,26,9.827848768
50122,Brossard,QC,En Face Du 8400 Avenue Sorbonne,45.448663,-73.480819,17,8HR,1,14,22,27,33,36,39,42,44,46,52,55,91.08447489,26,31,36,33,30,29,29,25,21,19,21,23,27,9.638429396
50126,Montréal,QC,20965 Ch. Sainte-Marie,45.426542,-73.928929,39,8HR,0,14,23,28,34,37,41,43,46,48,52,54,93.60730594,28,32,37,34,30,29,29,25,21,16,23,24,28,9.927636392
50128,Montréal,QC,"90-A Rue Herve-Saint-Martin, Dorval",45.468322,-73.741198,33,8HR,0,12,20,25,31,34,38,41,44,46,52,56,98.83561644,22,26,33,30,29,29,30,25,20,17,21,21,25,9.92132997
50129,Montréal,QC,12400 Wilfrid-Ouellette (R-D-P),45.651691,-73.573825,29,8HR,0,13,21,26,32,35,39,42,45,47,52,56,98.89269406,26,31,36,33,29,27,28,24,19,17,21,23,26,9.995292922
50134,Montréal,QC,2580 Saint-Joseph Est,45.54271,-73.57176,53,8HR,1,12,20,25,30,33,37,40,44,46,52,57,99.07534247,21,26,32,30,28,28,29,25,19,16,19,20,24,9.609281906
50135,Montréal,QC,4240 Rue Charleroi,45.5934,-73.63726,41,8HR,0,12,20,25,30,34,38,41,44,46,51,54,98.72146119,23,28,34,31,28,27,28,24,19,16,20,21,25,9.774925428
50136,Montréal,QC,75 Rue Ontario Est,45.512189,-73.566842,32,8HR,1,11,19,24,29,32,36,39,42,44,51,54,99.15525114,21,26,31,30,27,27,28,24,18,15,18,20,24,9.337530039
50137,Terrebonne,QC,Rues Vaillant Et De Grand-Champ,45.70476,-73.65776,34,8HR,1,13,21,27,32,35,39,42,45,47,51,56,95.50228311,27,32,37,33,29,26,27,23,20,18,23,25,26,9.7399295
50138,Montréal,QC,1540 Roberval,45.464611,-73.582583,25,8HR,1,10,18,23,28,31,35,38,41,43,49,51,96.98630137,20,24,30,27,26,25,26,23,18,14,17,20,22,9.451310443
50204,Gatineau,QC,"255 St-Redempteur, Hull",45.435987,-75.723429,62,8HR,1,14,22,27,32,36,40,43,46,49,56,57,99.60045662,27,30,37,35,30,27,28,24,22,19,22,23,27,9.902798928
50308,Québec,QC,600 Rue Des Sables,46.821177,-71.220495,8,8HR,1,11,18,24,30,33,36,39,41,43,49,52,99.31506849,26,28,32,33,27,24,22,20,15,14,22,24,24,9.614535718
50310,Québec,QC,1150 Boul. Rene-Levesque O.,46.794873,-71.246387,69,8HR,0,13,20,26,32,35,39,41,44,45,50,54,97.7739726,26,29,36,36,30,25,25,21,17,16,23,25,26,9.773473304
50311,Québec,QC,"1465, Rue Felix-Antoine-Savard",46.774167,-71.369722,26,8HR,0,10,18,25,32,34,38,41,44,46,51,55,99.10958904,27,31,36,35,29,24,22,18,15,14,22,24,25,10.56425606
50313,Québec,QC,Autoroute Henri Iv Nord/Sortie 138,46.781321,-71.308717,52,8HR,33,33,34,34,36,36,36,36,36,36,36,36,0.205479452,,,,,,,,,,,,,,
50404,Sherbrooke,QC,"655, Rue Papineau",45.41231,-71.8746,211,8HR,1,15,23,29,34,38,42,44,47,49,53,55,99.7260274,27,33,41,36,32,30,28,24,19,20,25,28,29,9.945321231
50504,Saguenay,QC,"789 Boul Des Etudiants, Chicoutimi",48.416374,-71.052412,82,8HR,1,12,21,27,33,36,39,42,45,47,52,54,99.36073059,29,34,38,36,31,24,21,18,16,17,25,26,26,10.12465182
50604,Rouyn-Noranda,QC,1570 Rue Paradis,48.234087,-78.982778,289,8HR,1,16,23,29,34,37,41,43,46,49,53,54,97.51141553,30,34,39,38,33,27,26,21,19,21,25,26,28,9.426383292
50803,Trois Rivières,QC,Rue Whitehead,46.357175,-72.546187,12,8HR,1,13,21,27,33,36,39,42,45,47,54,59,93.11643836,27,31,36,35,30,26,26,22,18,17,23,25,27,10.02950308
50902,Saguenay,QC,"2885 Berthier (Arvida), Jonquiere",48.43389,-71.18454,93,8HR,0,12,20,26,32,34,37,39,42,44,51,53,99.45205479,27,32,36,33,29,24,21,17,15,16,25,26,25,9.731563364
51501,St. Zéphirin-De-Courval,QC,701 Rang Saint-Michel,46.042233,-72.659761,50,8HR,1,14,22,29,34,37,41,43,46,48,52,54,94.74885845,31,35,40,36,30,27,25,22,19,18,25,28,28,9.988705494
52001,Charette,QC,Au Nord Du 170 2e Rang,46.4416,-72.89241,114,8HR,1,12,20,27,34,37,41,44,47,48,55,60,94.00684932,30,36,41,38,31,24,23,19,14,16,24,27,27,10.94545669
52201,Saint-Simon,QC,"Derriere Le 83, 4e Rang Est",45.715614,-72.840249,38,8HR,0,12,21,27,33,36,41,44,46,47,51,54,93.69863014,29,35,41,36,29,25,23,21,18,17,23,25,27,10.63656301
52301,Saint-Faustin-Lac-Carré,QC,4507 Chemin Du Lac (Caribou),46.035,-74.48083,413,8HR,8,19,26,31,36,39,42,45,48,51,56,57,99.06392694,32,37,43,39,34,28,26,25,22,24,28,31,31,9.044171635
52401,La Pêche,QC,Lac Philippe - Masham,45.622378,-76.018046,191,8HR,1,13,23,29,34,37,41,44,47,50,56,58,91.39269406,31,35,41,35,29,24,24,21,20,21,26,26,28,10.5510722
52801,Auclair,QC,66 Rang St-Gregoire Nord,47.73333,-68.70722,301,8HR,4,15,24,30,36,38,42,44,47,50,55,57,99.37214612,33,38,43,39,33,26,24,20,17,19,28,32,29,9.991655033
53201,La Doré,QC,Route 167- La Dore,48.80972,-72.73889,222,8HR,1,14,22,28,34,37,40,42,45,48,53,54,99.46347032,30,35,40,38,31,24,24,18,17,17,26,29,27,9.856353554
53301,Deschambault,QC,"334, 3 E Rang - Deshambault",46.682373,-71.965903,48,8HR,1,10,20,27,33,36,40,42,45,47,53,53,93.13926941,30,34,38,35,28,22,20,17,16,16,25,26,26,11.11894854
53501,St-François-Île-D'orléans,QC,"Face Au 198,  Royale Île D'orléans",47.015308,-70.862523,59,8HR,5,18,25,31,36,39,41,44,47,49,55,56,98.74429224,32,37,42,39,32,28,28,24,20,21,28,31,30,9.036145723
53601,Notre-Dame-Du-Rosaire,QC,Rang St-Louis,46.84889,-70.45418,411,8HR,2,14,22,29,34,37,41,44,47,49,54,55,96.08447489,32,35,42,39,31,26,22,18,17,17,26,30,28,10.23583117
53701,St-Hilaire-De-Dorset,QC,Rang Dorset,45.824861,-70.856025,497,8HR,8,21,28,34,38,40,44,47,49,51,56,59,88.83561644,35,38,45,40,35,33,30,26,22,24,29,32,33,8.807372587
53801,Tingwick,QC,Chemin Du Radar Et Warwick,45.905785,-71.948695,243,8HR,6,19,26,32,36,39,43,46,49,51,55,56,98.96118721,33,38,45,39,35,32,30,25,22,23,27,30,31,9.005667033
53901,Lac-Édouard,QC,Derriere L'hopital Village,47.64722,-72.29056,366,8HR,0,9,19,26,33,36,40,43,46,49,56,59,98.88127854,31,33,38,36,28,23,19,16,14,16,24,28,25,11.51182076
54201,Chapais,QC,Chapais,49.822282,-74.9764,381,8HR,2,15,22,29,35,37,40,43,45,46,52,53,98.48173516,33,37,40,38,31,25,21,17,17,20,28,31,28,9.765402219
54401,Saint-Anicet,QC,1128 De La Guerre,45.120624,-74.2896,50,8HR,0,12,22,29,35,38,42,45,48,50,54,55,95.0913242,30,36,42,35,28,27,26,20,19,17,24,26,28,11.100298
54901,Ditton,QC,Chemin Du Petit-Canada Ouest,45.37333,-71.250167,475,8HR,4,17,26,32,36,39,43,46,49,51,54,58,98.29908676,33,38,45,38,33,29,25,22,20,24,30,33,31,9.742527494
55001,Mont Saint-Michel,QC,215 4 Ieme Rang De Gravel,46.76866,-75.432728,256,8HR,1,9,19,26,33,37,41,45,47,48,53,55,93.97260274,32,36,41,38,30,21,18,15,14,17,23,26,25,11.75066724
55101,Senneterre,QC,Chemin Riviere Bell,48.431648,-77.196674,299,8HR,1,14,23,29,34,37,41,44,46,48,54,56,99.38356164,32,36,41,38,30,26,23,18,16,20,27,29,28,10.21826488
55301,Saint-Jean-Sur-Richelieu,QC,"Ferme Exp., 1134 Route 219",45.29413,-73.34857,35,8HR,1,15,23,28,34,37,41,43,46,48,53,59,99.69178082,30,35,41,34,30,28,27,22,20,20,23,26,28,9.820110063
55502,Frelighsburg,QC,Frelighsburg,45.05006,-72.86161,235,8HR,7,21,28,32,37,40,43,46,49,50,53,56,98.73287671,32,37,44,38,34,33,32,28,25,26,28,30,32,8.230532874
55702,Lévis,QC,200 Rue Des Commandeurs,46.806029,-71.167506,106,8HR,1,14,22,28,33,36,39,42,45,46,51,53,98.26484018,29,33,38,37,31,27,25,22,18,18,24,26,27,9.443553665
60104,Ottawa,ON,Rideau & Wurtemburg,45.43433,-75.676,68,8HR,1,13,21,26,31,35,38,41,44,47,53,54,99.42922374,25,28,35,34,30,27,27,23,21,18,21,22,26,9.592631643
60204,Windsor,ON,467 University Ave. West,42.315778,-83.043667,176,8HR,0,13,21,26,32,35,40,46,53,57,68,71,96.60958904,22,25,30,31,28,34,34,32,27,21,16,17,27,11.07381797
60211,Windsor,ON,College & South St. / 928 South St.,42.292889,-83.073139,180,8HR,0,12,21,27,33,37,42,47,53,57,69,71,98.81278539,23,27,33,35,30,35,34,31,26,20,16,18,27,11.78879795
60304,Kingston,ON,Near 23 Beechgrove Lane,44.21987,-76.52113,84,8HR,1,18,25,30,35,38,42,45,49,52,60,65,99.543379,29,33,39,35,31,33,32,29,25,23,25,25,30,9.412766055
60410,Toronto,ON,Lawrence & Kennedy,43.74792,-79.27406,168,8HR,1,12,19,25,30,33,37,41,45,48,55,60,99.53196347,22,26,31,31,28,27,29,25,22,19,17,18,25,10.01244016
60430,Toronto,ON,125 Resources Road,43.709444,-79.5435,141,8HR,0,7,16,21,27,31,36,41,47,51,59,63,97.88812785,18,22,27,28,24,26,27,23,20,16,14,15,22,11.05709275
60433,Toronto,ON,Bay/Wellesey St.,43.66417,-79.38722,105,8HR,2,14,23,28,33,35,39,43,45,47,52,52,32.37442922,19,27,32,32,,,,,,,,,,
60434,Mississauga,ON,3359 Mississauga Road,43.54697,-79.65869,105,8HR,0,9,19,25,31,34,39,43,47,50,56,58,99.32648402,23,29,32,32,27,27,26,24,20,17,17,18,24,11.24194788
60435,Toronto,ON,461 Kipling Avenue,43.610761,-79.52194,92,8HR,1,9,16,22,27,30,34,38,42,45,53,59,99.94292237,19,24,27,27,24,24,25,23,20,16,15,16,22,9.783008227
60438,Toronto,ON,401w - 125 Resources Rd.,43.711106,-79.543425,139,8HR,0,5,11,17,22,26,32,37,43,46,55,57,98.53881279,16,19,22,24,20,21,21,18,16,13,11,12,18,10.43729111
60439,Toronto,ON,200 College Street,43.659018,-79.395385,63,8HR,2,16,26,30,35,38,41,44,49,51,59,61,13.56164384,,,,,30,30,,,,,,,,
60440,Toronto,ON,4905 Dufferin Street,43.78042,-79.46752,,8HR,1,10,18,24,30,33,38,42,47,50,60,63,97.8652968,22,27,30,31,27,27,29,25,21,17,16,17,24,10.77637742
60445,Toronto,ON,55 John Street,43.64543,-79.38908,85,8HR,1,10,16,20,24,28,34,40,47,50,59,60,52.38584475,,,,,,,28,24,21,18,16,17,,
60450,Brampton,ON,109 Mclaughlin Rd. S.,43.669567,-79.76567,217,8HR,0,12,21,27,33,36,41,45,50,52,62,64,98.81278539,25,29,35,32,29,30,31,27,23,18,18,20,26,11.17658559
60512,Hamilton,ON,Elgin & Kelly,43.25778,-79.86167,90,8HR,0,10,19,24,30,34,38,43,47,51,58,61,99.01826484,21,27,32,29,24,29,29,26,23,17,18,18,24,10.7587954
60515,Hamilton,ON,Main St. & Hwy 403,43.25744,-79.90775,96,8HR,0,8,17,23,30,34,38,42,46,49,58,60,99.61187215,23,28,32,30,25,26,28,23,20,15,17,18,24,11.45954426
60521,Hamilton,ON,250 Fennell Ave W.,43.24132,-79.88941,195,8HR,1,14,22,27,33,37,42,46,51,53,60,63,99.71461187,24,31,36,32,28,33,34,28,26,19,19,21,28,10.75427651
60610,Sudbury,ON,155 Elm Street,46.49194,-81.00311,271,8HR,1,14,21,26,31,35,39,42,45,47,61,69,99.17808219,24,30,36,34,31,28,28,23,20,19,22,22,26,9.492029386
60709,Sault Ste. Marie,ON,"443 Northern Ave., Sault College",46.53319,-84.30992,244,8HR,1,16,23,28,33,36,40,42,46,49,55,56,98.51598174,29,34,38,36,31,28,26,24,21,21,24,25,28,8.986375155
60809,Thunder Bay,ON,421 James Street South,48.37939,-89.29017,192,8HR,1,11,19,24,29,32,36,39,44,46,52,53,99.05251142,24,28,33,32,28,23,22,18,18,18,20,21,24,9.55702561
60904,London,ON,42 St. Julien Street,42.97446,-81.20086,244,8HR,0,12,21,27,33,36,41,45,49,53,60,64,99.7260274,25,29,35,34,29,31,28,25,24,19,21,21,27,11.03242343
61009,Sarnia,ON,700 Christina St. N.,42.990263,-82.395341,182,8HR,0,15,23,29,35,39,43,48,53,57,70,73,99.45205479,27,30,37,37,34,35,35,29,26,21,20,21,29,11.15233969
61104,Peterborough,ON,10 Hospital Drive,44.301833,-78.346386,226,8HR,1,16,23,28,34,37,41,44,48,51,58,64,99.78310502,28,33,37,35,31,30,30,27,23,21,22,23,28,9.719081035
61201,Cornwall,ON,Bedford & Third St.,45.017981,-74.735314,55,8HR,0,14,22,27,32,36,40,43,46,48,52,54,99.55479452,26,31,37,34,29,28,28,24,21,18,22,23,27,9.962896453
61302,St. Catharines,ON,62 Argyle Crescent/ Pump Stn.,43.16006,-79.23475,105,8HR,1,15,23,29,34,37,42,45,50,54,60,62,99.10958904,27,32,36,33,30,33,32,28,26,21,22,22,28,10.52723427
61402,Brantford,ON,324 Grand River Ave.,43.13861,-80.29264,205,8HR,0,12,22,28,34,37,42,46,51,53,61,66,99.53196347,26,31,37,34,30,33,30,26,23,18,20,22,27,11.3111429
61502,Kitchener,ON,West Ave. & Homewood,43.44383,-80.50381,325,8HR,0,14,22,27,33,36,41,45,49,52,59,69,99.45205479,24,28,34,34,31,32,31,27,24,19,20,21,27,10.61675652
61603,Oakville,ON,"8th Line And Glenashton Dr., Halton Reservoir",43.48692,-79.70228,165,8HR,1,13,22,27,33,36,41,45,50,53,59,63,99.10958904,24,30,35,33,29,31,31,27,25,20,19,20,27,10.63306916
61703,Oshawa,ON,"Britannia Ave W, Uofontario Property",43.95222,-78.9125,49,8HR,0,12,20,25,30,32,36,38,43,47,54,60,99.87442922,24,27,29,30,27,26,26,23,20,18,20,22,24,9.307531189
61802,Guelph,ON,Exhibition Park & Clark St. W.,43.551636,-80.264156,330,8HR,0,13,21,26,32,35,40,44,48,50,55,69,99.70319635,25,30,34,32,29,30,29,25,23,19,19,21,26,10.34881103
62001,North Bay,ON,540 Chippewa St. W./Dept. Of National Defence,46.32323,-79.44928,219,8HR,1,14,21,26,31,35,39,42,45,48,55,57,99.44063927,22,29,34,33,29,27,29,23,20,21,24,25,26,9.689491076
62501,Tiverton,ON,Bruce Nuclear Visitor Ctr,44.31447,-81.54972,226,8HR,8,19,26,31,37,39,43,46,51,54,65,67,98.98401826,33,36,42,38,33,31,31,27,26,24,26,27,31,9.401596003
62601,Simcoe,ON,Experimental Farm,42.85685,-80.26964,236,8HR,3,18,26,31,36,39,43,47,52,55,63,65,98.11643836,29,33,39,36,33,36,34,30,28,23,24,26,31,9.674563603
63001,Burlington,ON,"North Shore Blvd E. And Lakeshore Rd.,",43.314575,-79.802756,78,8HR,1,12,20,26,33,36,41,44,49,52,61,69,99.17808219,23,29,33,33,30,33,31,26,25,19,18,20,27,10.87834244
63301,Dorset,ON,District Road 117 And Paint Lake Rd.,45.224278,-78.932944,318,8HR,1,12,23,28,34,37,41,44,47,50,55,60,98.85844749,30,33,40,35,30,25,25,20,19,21,25,27,28,10.62442706
63701,Grand Bend,ON,Point Blake Conservation Area,43.333186,-81.742822,185,8HR,3,18,26,32,37,40,44,49,53,57,69,74,97.62557078,32,35,41,38,35,34,33,30,28,24,25,25,32,10.19460432
64001,Exp. Lakes Area,ON,Exp. Lakes Area,49.66389,-93.72111,369,8HR,6,18,25,30,35,38,42,45,49,52,59,62,95.58219178,31,37,42,39,33,31,27,25,20,21,27,28,30,9.221773747
64101,Algoma,ON,Algoma,47.03361,-84.37889,411,8HR,6,20,27,32,37,39,43,46,50,51,59,61,97.46575342,33,38,43,41,35,29,28,25,23,26,29,30,32,8.83579588
64401,Egbert,ON,Egbert,44.23106,-79.7831,253,8HR,3,18,25,30,36,39,42,46,51,53,63,73,99.08675799,31,36,40,36,32,30,31,27,25,24,24,26,30,9.561886661
65001,Barrie,ON,83 Perry Street,44.382314,-79.702431,226,8HR,1,12,20,26,32,35,39,42,46,49,59,68,99.36073059,26,31,35,33,28,26,27,23,20,19,20,21,26,10.34150902
65101,Newmarket,ON,Eagle St. & Mccaffrey Rd.,44.04431,-79.48325,268,8HR,0,15,22,28,33,36,40,44,49,52,63,80,99.12100457,27,32,36,34,30,30,32,27,24,20,21,22,28,10.23310834
65201,Parry Sound,ON,7 Bay Street,45.33786,-80.03817,176,8HR,2,17,25,30,35,38,42,45,50,53,59,62,99.47488584,31,33,40,37,31,29,30,26,23,23,27,29,30,9.517883388
65301,Port Stanley,ON,43665 Dexter Line,42.67208,-81.16289,212,8HR,2,19,26,32,38,41,46,50,55,59,67,72,99.39497717,29,34,42,40,35,37,34,31,31,25,25,25,32,10.6167124
65401,Belleville,ON,2 Sidney Street,44.15053,-77.3955,75,8HR,2,17,25,30,35,38,42,46,50,53,60,64,99.80593607,28,33,38,35,31,33,32,29,25,23,24,25,30,9.957910974
65801,Chatham,ON,435 Grand Avenue W.,42.40369,-82.20831,179,8HR,0,16,23,29,35,38,43,47,53,56,65,70,99.36073059,25,30,36,36,32,35,33,31,28,23,21,20,29,10.52341087
65901,Pickle Lake,ON,Pickle Lake,51.44814,-90.21786,393,8HR,7,19,26,31,35,37,42,44,48,50,54,56,98.37899543,32,37,40,40,34,29,27,24,20,23,28,29,30,8.526606959
66101,Moonbeam,ON,Bonner Lake,49.386389,-82.121389,245,8HR,1,12,21,28,33,36,39,42,45,47,53,54,99.69178082,30,35,38,37,31,23,21,16,15,19,25,27,26,10.24201821
66201,Petawawa,ON,"Petawa Forest Reserve Facilities, 1227 Clouthier Rd",45.996722,-77.441194,174,8HR,1,13,22,28,33,36,40,44,47,48,53,55,99.80593607,30,34,42,36,30,25,21,21,17,19,25,27,27,10.19641016
67001,Milton,ON,1120 Main St East,43.52965,-79.862449,206,8HR,1,11,21,27,33,37,42,46,51,55,63,67,97.76255708,24,29,34,33,29,31,32,28,24,20,19,20,27,11.60342587
70203,Brandon,MB,1430 Victoria Avenue East (Assiniboine Community College),49.83918,-99.9206,385,8HR,1,14,20,25,30,34,38,42,46,49,58,64,99.48630137,27,31,37,33,31,27,23,19,16,20,21,23,26,9.345355362
70301,Flin Flon,MB,143 Main Street,54.76852,-101.87747,339,8HR,0,12,16,20,26,31,35,37,42,45,54,54,62.20319635,30,32,,,,,16,15,15,18,22,,,
80111,Regina,SK,1621 Albert St.,50.4527,-104.616,585,8HR,1,13,20,25,31,34,40,44,48,51,59,65,98.34474886,23,25,34,32,34,33,27,23,20,19,18,20,26,10.19134245
80211,Saskatoon,SK,511 1st Avenue North,52.13613,-106.66293,483,8HR,1,13,20,24,30,33,37,41,45,47,55,60,97.7739726,22,23,32,31,32,30,27,23,20,19,20,19,25,9.304663473
80402,Prince Albert,SK,63 - 12th Street East,53.201694,-105.75203,436,8HR,2,12,19,24,30,33,38,42,46,49,55,61,96.35844749,24,26,33,33,32,29,23,19,18,18,21,19,25,9.962216356
80502,Estevan,SK,528 1a Street,49.13235,-102.98499,563,8HR,2,14,20,25,31,35,40,44,47,51,58,61,99.36073059,25,31,35,33,32,32,27,23,18,19,19,20,26,9.954700687
81001,Swift Current,SK,1200 Begg St. W,50.285833,-107.81689,753,8HR,1,16,22,27,32,35,39,43,47,49,57,60,98.00228311,24,27,32,33,33,32,28,27,25,21,20,22,27,9.123003999
82001,Pinehouse Lake,SK,Remote Station,55.50333,-106.72167,510,8HR,6,17,24,29,34,37,41,44,48,51,55,57,99.06392694,31,33,41,37,35,29,24,21,20,22,27,26,29,9.150372347
82002,Buffalo Narrows,SK,Buffalo Narrows Forest Protection Base,55.834566,-108.403332,425,8HR,9,19,24,29,34,37,41,44,48,50,55,56,98.09360731,31,33,42,38,36,29,26,22,21,24,28,26,30,8.580976756
82101,Flat Valley,SK,Flat Valley,54.29489,-109.20947,506,8HR,1,15,22,28,34,37,42,46,50,54,61,65,98.58447489,31,34,42,38,37,29,20,18,18,22,25,24,28,10.67066317
90120,Edmonton,AB,6240 113 Street,53.50022,-113.526056,681,8HR,0,9,17,23,29,34,41,46,51,55,67,73,96.84931507,21,20,30,36,37,30,24,21,18,19,15,13,24,12.21392115
90121,Edmonton,AB,17 Street & 105 Avenue,53.54823,-113.36811,670,8HR,1,9,16,22,29,33,39,44,49,53,63,72,98.25342466,20,21,30,36,36,28,23,20,18,19,16,14,23,11.56339305
90130,Edmonton,AB,10255 - 104th Street,53.54445,-113.49884,663,8HR,1,8,15,20,27,31,38,44,49,52,60,64,97.5456621,17,16,29,36,35,28,23,19,16,17,14,12,22,11.38336934
90133,Edmonton,AB,13915 115 Avenue Nw,53.564411,-113.562583,670,8HR,0,8,15,21,28,32,38,44,49,52,62,68,98.65296804,18,20,29,35,33,27,23,19,16,18,14,12,22,11.7727393
90134,Sherwood Park,AB,Ottwell House Park,53.532092,-113.320983,709,8HR,0,11,19,24,30,34,40,45,50,54,71,77,98.25342466,22,21,29,34,39,29,25,21,19,22,19,18,25,11.05487631
90135,Ardrossan,AB,3 Avenue,53.554691,-113.144905,707,8HR,0,12,20,25,31,35,41,45,50,53,70,75,98.57305936,25,24,34,35,35,29,24,20,18,21,20,21,26,11.14826392
90136,St. Albert,AB,37 Sunset Blvd,53.626908,-113.611883,681,8HR,0,8,17,24,30,34,40,45,50,54,68,73,98.66438356,21,20,32,36,36,30,23,20,18,19,16,14,24,12.0693415
90229,Calgary,AB,4700 110 Avenue Se,50.955122,-113.969742,1032,8HR,0,8,17,23,30,34,40,44,48,51,62,67,98.32191781,13,19,26,32,33,33,28,25,23,22,16,14,24,11.88109396
90230,Calgary,AB,2425 9th Ave Se,51.0309,-114.0091,1038,8HR,0,5,15,22,29,33,39,44,49,52,62,66,98.33333333,12,18,25,31,33,30,26,23,21,19,15,13,22,12.71156973
90235,Calgary,AB,3303 - 33 Street Nw,51.082655,-114.138827,1100,8HR,1,12,20,26,32,36,41,45,49,51,60,63,98.53881279,20,23,32,35,33,31,28,26,23,24,21,20,26,11.14321354
90250,Airdrie,AB,Chinook Winds Park,51.268078,-114.037794,1090,8HR,1,15,22,28,34,37,41,45,48,51,58,61,96.81506849,25,25,35,37,34,31,26,23,24,26,25,24,28,10.18717006
90302,Red Deer,AB,73 Street & Riverside Drive,52.29867,-113.79352,858,8HR,0,6,16,23,29,33,40,45,50,53,65,79,98.71004566,16,20,27,34,36,29,24,22,21,22,15,11,23,12.39903896
90304,Red Deer,AB,11 Lancaster Drive,52.24095,-113.765439,907,8HR,0,12,19,24,30,33,38,42,47,49,55,57,98.03652968,21,25,30,33,33,29,25,23,22,22,17,16,25,10.12409606
90402,Medicine Hat,AB,12th St Nw & Division Ave.,50.04893,-110.68116,709,8HR,2,16,24,29,35,39,45,49,52,56,66,68,97.62557078,23,28,33,39,37,35,35,31,25,24,22,24,30,11.24967075
90502,Lethbridge,AB,28 Street & 12 Avenue N.,49.71621,-112.8006,918,8HR,1,17,24,29,35,38,42,46,49,52,60,65,97.29452055,26,26,33,37,34,34,30,27,25,27,26,25,29,9.744085432
90601,Fort Saskatchewan,AB,9209a-96 Ave,53.69874,-113.22285,628,8HR,1,9,18,24,30,34,40,44,49,52,63,76,99.02968037,21,22,33,35,35,28,24,21,19,20,18,14,24,11.53321809
90607,Gibbons,AB,Behind 4807 50 Ave,53.827241,-113.327174,673,8HR,0,11,19,25,31,35,41,45,51,55,63,72,99.02968037,25,25,38,36,35,28,23,20,18,20,20,18,26,11.58880057
90608,Redwater,AB,4704-49 Ave,53.95183,-113.105857,627,8HR,1,12,20,27,33,37,43,48,53,58,72,76,98.59589041,28,27,40,39,38,29,24,20,19,20,20,19,27,12.04889414
90609,Bruderheim,AB,5321 48 Street,53.805629,-112.925851,630,8HR,0,14,21,27,32,35,42,47,53,57,69,78,97.83105023,23,24,34,39,40,32,29,22,18,24,22,21,27,11.13175183
90701,Fort Mcmurray,AB,Macdonald Dr.,56.73341,-111.39047,260,8HR,1,10,17,23,29,32,38,42,47,49,56,62,99.01826484,20,21,30,33,34,28,25,20,18,19,20,13,23,10.69612742
90702,Fort Mcmurray,AB,Timberlea Subdivision,56.75139,-111.47662,355,8HR,3,13,21,27,33,37,42,47,50,52,59,63,98.72146119,26,27,39,38,38,28,27,22,21,21,22,18,27,10.92263644
90801,Fort Mckay,AB,Main Street,57.18941,-111.6405,268,8HR,0,5,12,18,23,27,32,35,39,41,49,52,99.05251142,15,18,26,25,26,21,19,14,13,15,17,9,18,9.89007725
90805,Fort Mckay,AB,Buffalo Viewpoint,56.99647,-111.59295,336,8HR,1,12,20,26,32,35,41,46,50,52,59,63,98.57305936,23,25,38,36,35,26,24,20,19,22,24,19,26,11.08029714
90806,Fort Mckay,AB,4-13-094-11 W4,57.1492,-111.6424,342,8HR,1,5,13,19,26,30,35,40,44,48,58,61,98.32191781,16,19,28,29,29,22,21,16,15,17,18,10,20,11.35628979
90807,Wapasu,AB,Located Oustide Approval Boundaries At Pti Camp,57.26176,-111.037,429,8HR,2,15,22,28,34,37,41,45,49,51,60,62,98.60730594,30,31,39,36,36,28,26,19,20,21,25,25,28,10.29887045
90808,Conklin,AB,1-33-076-08 W4,55.621408,-111.17269,673,8HR,8,20,26,31,36,40,45,49,52,54,62,66,98.21917808,31,34,45,42,42,31,28,24,22,25,27,27,32,9.641738736
91101,Elk Island,AB,National Park,53.68238,-112.86812,714,8HR,0,15,22,28,33,38,44,48,53,58,70,77,98.56164384,28,31,40,39,42,29,24,21,19,23,22,23,29,11.12429081
91301,Tomahawk,AB,Se 2 51 6 W5,53.37255,-114.76835,789,8HR,1,14,21,27,33,38,44,48,53,57,65,71,98.52739726,26,28,41,40,38,30,23,21,20,25,21,20,28,11.40361996
91401,Violet Grove,AB,Se 17 48 08 W5,53.14222,-115.13806,1000,8HR,3,15,22,28,34,38,43,47,52,55,68,71,97.76255708,28,28,41,40,38,28,24,19,19,27,24,24,28,10.80100199
91501,Beaverlodge,AB,Beaverlodge Research Farm,55.19634,-119.39682,762,8HR,1,13,21,27,33,37,42,46,50,52,57,57,99.00684932,26,27,40,40,37,26,23,20,20,22,25,24,27,11.03185484
91601,Carrot Creek,AB,Se 31 53 13 W5,53.621062,-115.869155,800,8HR,0,12,19,26,32,36,40,45,50,54,65,72,98.44748858,26,24,34,37,34,26,23,19,21,24,23,21,26,11.19903855
