*Stations2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*Definitions_Définitions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*DataSources_SourcesdesDonnées,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
**********Stations2024**********,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAPS_ID,Station_Name,Status,Location_Address,City,Province/Territory_EN,Province/territoire_FR,Postal_Code,Timezone_UTC,Latitude,Longitude,Elevation_m,Start_Date,End_Date,Combined_Stations,Inlet_Height_m,Network,SO2,CO,NO2,NO,NOX,O3,PM2.5_Continuous,PM10_Continuous,PM2.5_RM,PM10_Integrated,PM2.5-10,PM2.5_Speciation,VOC,Carbonyl,PAC,Site_Type,Urbanization,Neighbourhood,Land_Use,Scale,PC,CD,CSD,CMA/CA,AQMS_Airzone,Core_Site
55601,MINGAN,0,MINGAN,MINGAN,QUEBEC,QUÉBEC,G0G 1V0,-5,50.27136,-64.2265,14,2005-06-23,2017-05-06,,3,C,,,,,,X,,,,,,,,,,RB,NU,P1,F,R,none,98. Minganie-Le Golfe-du-Saint-Laurent,"045. Longue-Pointe-de-Mingan, MÉ",none,Québec - North,
55701,LÉVIS - CHARNY,0,"2254, ROTONDE, CHARNY",LÉVIS,QUEBEC,QUÉBEC,G6X 2L8,-5,46.709496,-71.26752,69,2006-01-01,2015-11-18,55702,,N,,,,,,X,,,,,,,,,,T,LU,P3,R,N,0685. Québec,25. Lévis,"213. Lévis, V","421. Québec, CMA/RMR",Québec - South,
55702,LÉVIS - PARC GEORGES-MARANDA,1,200 RUE DES COMMANDEURS,LÉVIS,QUEBEC,QUÉBEC,G6V 8M6,-5,46.806029,-71.167506,106,2015-12-31,,55701,,N,X,,X,X,X,X,X,,,,,,,,,PE,LU,P4,C,N,0685. Québec,25. Lévis,"213. Lévis, V","421. Québec, CMA/RMR",Québec - South,
55801,GRANBY - PARC POITEVIN,1,435 RUE REYNOLDS,GRANBY,QUEBEC,QUÉBEC,J2G 1C6,-5,45.418639,-72.730667,117,2022-01-18,,,,N,,,,,,X,X,,,,,,,,,PE,MU,P3,R,U,0328. Granby,47. La Haute-Yamaska,017.  Granby,"450. Granby, CA/AR",Québec - South,
60101,OTTAWA - HYDRO BUILDING,0,88 SLATER ST.,OTTAWA,ONTARIO,ONTARIO,K1P 5H1,-5,45.42111,-75.695,91,1974-01-01,2004-12-31,,,N,X,X,X,X,X,X,,,,,,,X,,,PE,LU,P6,C,N,0616. Ottawa - Gatineau,06. Ottawa,"008. Ottawa, CV","505. Ottawa - Gatineau (Ontario part / partie de l'Ontario), CMA/RMR",Ontario - Southern,
60104,OTTAWA DOWNTOWN - RIDEAU & WURTEMBURG,1,RIDEAU & WURTEMBURG,OTTAWA,ONTARIO,ONTARIO,K1N 8L9,-5,45.43433,-75.676,68,1976-01-01,,,4,N,X,X,X,X,X,X,X,X,X,,X,X,X,,,PE,LU,P6,R,N,0616. Ottawa - Gatineau,06. Ottawa,"008. Ottawa, CV","505. Ottawa - Gatineau (Ontario part / partie de l'Ontario), CMA/RMR",Ontario - Southern,1
60105,OTTAWA - NRC,0,NRC MONTREAL ROAD,OTTAWA,ONTARIO,ONTARIO,,-5,45.44111,-75.61528,80,1980-01-01,1983-12-31,,,N,X,,X,,,X,,,,,,,,,,PE,LU,P4,C,N,0616. Ottawa - Gatineau,06. Ottawa,"008. Ottawa, CV","505. Ottawa - Gatineau (Ontario part / partie de l'Ontario), CMA/RMR",Ontario - Southern,
60106,OTTAWA  CENTRAL - 960 CARLING AVE,0,960 CARLING AVE (cow lane),OTTAWA,ONTARIO,ONTARIO,K1A 0C6,-5,45.38287,-75.71387,79,2007-01-01,2017-12-31,,5,N,X,X,X,X,X,X,X,,,,,,,,,PE,LU,P6,A,N,0616. Ottawa - Gatineau,06. Ottawa,"008. Ottawa, CV","505. Ottawa - Gatineau (Ontario part / partie de l'Ontario), CMA/RMR",Ontario - Southern,
60201,WINDSOR - MORTON TERMINAL DOCK,0,MORTON TERMINAL DOCK,WINDSOR,ONTARIO,ONTARIO,,-5,42.26667,-83.09583,173,1974-01-01,1984-04-25,,,N,X,,,,,,,,,,,,,,,PE,NU,P3,I,N,none,37. Essex,"039. Windsor, CY","559. Windsor, CMA/RMR",Ontario - Southern,
60203,WINDSOR - TECUMSEH WATER WORKS,0,9725 RIVERSIDE DR. EAST,WINDSOR,ONTARIO,ONTARIO,N8P 1A2,-5,42.33806,-82.92722,175,1999-01-08,2000-12-31,,,N,,,X,X,X,,X,,,,,,,,,PE,LU,P4,R,N,1032. Windsor,37. Essex,"039. Windsor, CY","559. Windsor, CMA/RMR",Ontario - Southern,
60204,WINDSOR DOWNTOWN - 467 UNIVERSITY AVE. WEST,1,467 UNIVERSITY AVE. WEST,WINDSOR,ONTARIO,ONTARIO,N9A 5R2,-5,42.315778,-83.043667,176,1974-01-01,,,8,N,X,X,X,X,X,X,X,X,X,,X,,X,,X,T,LU,P4,R,M,1032. Windsor,37. Essex,"039. Windsor, CY","559. Windsor, CMA/RMR",Ontario - Southern,
60211,WINDSOR WEST - COLLEGE & SOUTH ST. ,1,COLLEGE & SOUTH ST. / 928 SOUTH ST.,WINDSOR,ONTARIO,ONTARIO,N9C 2X3,-5,42.292889,-83.073139,180,1975-01-05,,,4,N,X,,X,X,X,X,X,X,X,X,X,X,X,X,X,T,LU,P4,R,M,1032. Windsor,37. Essex,"039. Windsor, CY","559. Windsor, CMA/RMR",Ontario - Southern,1
60212,WINDSOR - WRIGHT & WATER ST.,0,WRIGHT & WATER ST.,WINDSOR,ONTARIO,ONTARIO,,-5,42.27583,-83.09667,173,1985-01-01,2000-12-21,,,N,X,,,,,,,,,,,,,,,PE,NU,P3,I,N,none,37. Essex,"039. Windsor, CY","559. Windsor, CMA/RMR",Ontario - Southern,
60302,KINGSTON - 1,0,133 DALTON AVENUE,KINGSTON,ONTARIO,ONTARIO,K7L 4X6,-5,44.23067,-76.50883,82,1976-02-01,2005-12-31,60303,,N,X,,,,,X,X,X,,,,,X,,,PE,LU,P4,R,U,0415. Kingston,10. Frontenac,"010. Kingston, CY","521. Kingston, CMA/RMR",Ontario - Southern,
60303,KINGSTON - 2,0,752 KING ST. WEST,KINGSTON,ONTARIO,ONTARIO,K7L 4X3,-5,44.220081,-76.52141,101,2007-01-01,2013-12-31,60304,,N,X,X,X,X,X,X,X,,,,,,,,,PE,LU,P3,R,N,0415. Kingston,10. Frontenac,"010. Kingston, CY","521. Kingston, CMA/RMR",Ontario - Southern,
60304,KINGSTON - 3,1,Near 23 Beechgrove lane,KINGSTON,ONTARIO,ONTARIO,K7M 9A6,-5,44.21987,-76.52113,84,2013-12-31,,"60302, 60303",5,N,,,X,X,X,X,X,X,,,,,,,,PE,LU,P3,R,N,0415. Kingston,10. Frontenac,"010. Kingston, CY","521. Kingston, CMA/RMR",Ontario - Southern,
60401,TORONTO - 67 COLLEGE ST.,0,67 COLLEGE STREET,TORONTO,ONTARIO,ONTARIO,M5G 2M1,-5,43.66028,-79.3875,102,1974-01-01,1981-06-18,,,N,X,X,X,,,X,,,,,,,,,,PE,LU,P6,C,N,0944. Toronto,20. Toronto,"005. Toronto, C","535. Toronto, CMA/RMR",Ontario - Southern,
60402,TORONTO - ONTARIO SCIENCE CENTRE,0,770 DON MILLS RD. SC. CTR.,TORONTO,ONTARIO,ONTARIO,M3C 1T3,-5,43.715,-79.34111,105,1974-01-01,1992-03-03,,,N,X,X,X,X,X,X,,,,,,,,,,PE,LU,P6,P,N,0944. Toronto,20. Toronto,"005. Toronto, C","535. Toronto, CMA/RMR",Ontario - Southern,
60403,ETOBIOKE SOUTH - EVANS & ARNOLD,0,EVANS & ARNOLD AVE.,TORONTO,ONTARIO,ONTARIO,,-5,43.61917,-79.51833,101,1974-01-01,2001-02-12,"60429, 60435",,N,X,X,X,X,X,X,X,X,X,,X,,X,,X,PE,LU,P5,I,N,0944. Toronto,20. Toronto,"005. Toronto, C","535. Toronto, CMA/RMR",Ontario - Southern,
60409,TORONTO - REDLAND CRESCENT,0,REDLAND CRESCENT,TORONTO,ONTARIO,ONTARIO,,-5,43.70917,-79.2375,143,1976-01-01,1992-02-21,,,N,X,,,,,,,,,,,,,,,PE,LU,P5,P,N,0944. Toronto,20. Toronto,"005. Toronto, C","535. Toronto, CMA/RMR",Ontario - Southern,
60410,TORONTO EAST,1,LAWRENCE & KENNEDY,TORONTO,ONTARIO,ONTARIO,M1P 2K5,-5,43.74792,-79.27406,168,1974-01-01,,,4,N,X,X,X,X,X,X,X,X,,,,,,,,T,LU,P6,R,M,0944. Toronto,20. Toronto,"005. Toronto, C","535. Toronto, CMA/RMR",Ontario - Southern,
60411,TORONTO - PHARMACY & HWY 401,0,PHARMACY & HWY 401,TORONTO,ONTARIO,ONTARIO,,-5,43.76902,-79.31463,172,1974-01-01,1978-12-31,,,N,X,X,X,,,,,,,,,,,,,PE,LU,P6,R,N,0944. Toronto,20. Toronto,"005. Toronto, C","535. Toronto, CMA/RMR",Ontario - Southern,
60412,TORONTO - BATHURST & WILSON,0,BATHURST & WILSON,TORONTO,ONTARIO,ONTARIO,,-5,43.73583,-79.43667,181,1976-01-01,1985-05-28,,,N,X,X,X,,,,,,,,,,,,,PE,LU,P6,R,N,0944. Toronto,20. Toronto,"005. Toronto, C","535. Toronto, CMA/RMR",Ontario - Southern,
60413,ETOBICOKE WEST - CENTENNIAL PARK,0,ELMCREST ROAD,TORONTO,ONTARIO,ONTARIO,,-5,43.64852,-79.59138,137,1976-01-01,2016-01-13,,5,N,X,X,X,X,X,X,X,X,X,,,,X,,,PE,LU,P5,P,N,0944. Toronto,20. Toronto,"005. Toronto, C","535. Toronto, CMA/RMR",Ontario - Southern,
60414,TORONTO - SHERBOURNE & WILTON ST.,0,SHERBOURNE & WILTON ST.,TORONTO,ONTARIO,ONTARIO,,-5,43.6475,-79.36778,78,1977-11-01,1986-03-25,,,N,X,X,X,X,X,X,,,,,,,,,,PE,LU,P6,C,N,0944. Toronto,20. Toronto,"005. Toronto, C","535. Toronto, CMA/RMR",Ontario - Southern,
60415,MISSISSAUGA - MISSISSAUGA HOSPITAL,0,QUEENSWAY W & HURONTARIO,MISSISSAUGA,ONTARIO,ONTARIO,,-5,43.56862,-79.61058,98,1978-01-01,2004-05-10,"60432, 60434",,N,X,X,X,X,X,X,X,,,,,,,,,PS,LU,P6,R,N,0944. Toronto,21. Peel,"005. Mississauga, CY","535. Toronto, CMA/RMR",Ontario - Southern,
60416,TORONTO - 381 YONGE ST.,0,381 YONGE STREET,TORONTO,ONTARIO,ONTARIO,M5B 1S1,-5,43.66667,-79.38333,111,1979-01-01,1994-09-07,,,N,,X,,,,,,,,,,,,,,PE,LU,P6,R,N,0944. Toronto,20. Toronto,"005. Toronto, C","535. Toronto, CMA/RMR",Ontario - Southern,
60417,TORONTO - 26 BREADALBANE ST. ,0,26 BREADALBANE STREET,TORONTO,ONTARIO,ONTARIO,,-5,43.66083,-79.38583,102,1981-06-15,1990-10-15,,,N,X,X,X,X,X,X,,,X,,X,,,,,PE,LU,P6,C,N,0944. Toronto,20. Toronto,"005. Toronto, C","535. Toronto, CMA/RMR",Ontario - Southern,
60418,TORONTO - JUNCTION TRIANGLE,0,RUSKIN & PERTH ST.,TORONTO,ONTARIO,ONTARIO,,-5,43.662933,-79.451538,119,1981-03-20,2006-03-30,,,N,,,X,X,X,X,,,,,,,X,,X,PE,LU,P6,R,N,0944. Toronto,20. Toronto,"005. Toronto, C","535. Toronto, CMA/RMR",Ontario - Southern,
60419,TORONTO - CN TOWER,0,CN TOWER,TORONTO,ONTARIO,ONTARIO,,-5,43.65,-79.38333,108,1985-07-01,1995-12-31,,,N,,,X,X,X,X,,,,,,,,,,PE,LU,P6,C,N,0944. Toronto,20. Toronto,"005. Toronto, C","535. Toronto, CMA/RMR",Ontario - Southern,
60420,TORONTO - LEASIDE HYDRO STATION,0,LEASIDE HYDRO STATION,TORONTO,ONTARIO,ONTARIO,,-5,43.7,-79.35,90,1988-06-01,1993-04-16,,,N,,,X,X,X,X,,,,,,,,,,PE,LU,P6,P,N,0944. Toronto,20. Toronto,"005. Toronto, C","535. Toronto, CMA/RMR",Ontario - Southern,
60421,TORONTO NORTH - YONGE ST. & HENDON AVE.,0,YONGE ST. & HENDON AVE.,TORONTO,ONTARIO,ONTARIO,,-5,43.781584,-79.41773,190,1988-06-01,2016-12-31,60440,5,N,,X,X,X,X,X,X,,,,,,,,,T,LU,P6,R,M,0944. Toronto,20. Toronto,"005. Toronto, C","535. Toronto, CMA/RMR",Ontario - Southern,
60422,TORONTO - 33 EDGAR AVE.,0,33 EDGAR AVE.,TORONTO,ONTARIO,ONTARIO,M9M 2J2,-5,43.71667,-79.53333,135,1988-06-01,1993-04-25,,,N,,,X,X,X,X,,,,,,,X,,,PE,LU,P6,R,N,0944. Toronto,20. Toronto,"005. Toronto, C","535. Toronto, CMA/RMR",Ontario - Southern,
60423,TORONTO - CLEARVIEW HEIGHTS,0,CLEARVIEW HEIGHTS,TORONTO,ONTARIO,ONTARIO,,-5,43.7,-79.48333,129,1988-06-01,2000-12-31,,,N,,,X,X,X,X,,,,,,,,,,PE,LU,P6,R,N,0944. Toronto,20. Toronto,"005. Toronto, C","535. Toronto, CMA/RMR",Ontario - Southern,
60424,TORONTO DOWNTOWN - BAY & WELLESLEY - 1,0,BAY & WELLESLEY,TORONTO,ONTARIO,ONTARIO,,-5,43.66297,-79.38811,115,1990-10-18,2002-12-31,,,N,X,X,X,X,X,X,X,,X,,X,,X,,,T,LU,P6,C,M,0944. Toronto,20. Toronto,"005. Toronto, C","535. Toronto, CMA/RMR",Ontario - Southern,
60425,TORONTO DOWNTOWN - QUEEN & UNIVERSITY,0,QUEEN & UNIVERSITY,TORONTO,ONTARIO,ONTARIO,,-5,43.65028,-79.38694,90,1995-11-10,1999-03-07,,,N,X,X,X,X,X,X,,X,X,,X,,,,,PE,LU,P6,C,N,0944. Toronto,20. Toronto,"005. Toronto, C","535. Toronto, CMA/RMR",Ontario - Southern,
60426,TORONTO - CLARKSON REFINERY,0,"MEADOW PK, APPLE LANE C C",TORONTO,ONTARIO,ONTARIO,,-5,43.5075,-79.608333,77,1996-07-02,2000-11-20,,,N,,,,,,,,,,,,,X,,,PE,LU,P3,I,N,0944. Toronto,21. Peel,"005. Mississauga, CY","535. Toronto, CMA/RMR",Ontario - Southern,
60427,TORONTO - GAGE INSTITUTE,0,223 COLLEGE STREET,TORONTO,ONTARIO,ONTARIO,M5T 1R4,-5,43.658222,-79.397183,122,,2014-06-22,60439,,N,,,,,,,,,X,,X,X,X,,X,T,LU,P6,R,MI,0944. Toronto,20. Toronto,"005. Toronto, C","535. Toronto, CMA/RMR",Ontario - Southern,
60428,BRAMPTON - 525 MAIN ST. N.,0,525 MAIN ST. N./ PEEL MANOR,BRAMPTON,ONTARIO,ONTARIO,L6X 1N9,-5,43.69875,-79.78092,229,2000-06-21,2016-12-31,60450,5,N,X,X,X,X,X,X,X,,,,,,X,,,PE,LU,P6,R,N,0944. Toronto,21. Peel,"010. Brampton, CY","535. Toronto, CMA/RMR",Ontario - Southern,
60429,ETOBICOKE SOUTH - JUDSON ST. & ETONA CT.,0,1 ETONA COURT,TORONTO,ONTARIO,ONTARIO,M8Z 1A4,-5,43.613587,-79.507537,90,2001-02-27,2012-12-31,"60403, 60435",,N,X,X,X,X,X,X,X,X,X,,X,,X,,X,PE,LU,P5,I,N,0944. Toronto,20. Toronto,"005. Toronto, C","535. Toronto, CMA/RMR",Ontario - Southern,
60430,TORONTO WEST - 125 RESOURCES. RD.,1,125 RESOURCES ROAD,TORONTO,ONTARIO,ONTARIO,M9P 3V6,-5,43.709444,-79.5435,141,2000-01-01,,,8,N,X,X,X,X,X,X,X,X,X,,,,,,X,PE,LU,P6,C,N,0944. Toronto,20. Toronto,"005. Toronto, C","535. Toronto, CMA/RMR",Ontario - Southern,
60432,MISSISSAUGA - FRANK MCKECHNIE COMMERCIAL CENTRE,0,310 BRISTOL ROAD E.,MISSISSAUGA,ONTARIO,ONTARIO,L4Z 3V5,-5,43.61583,-79.6525,165,2004-05-11,2007-12-31,"60415, 60434",,N,X,X,,,,X,X,,,,,,,,,PE,LU,P6,R,N,0944. Toronto,21. Peel,"005. Mississauga, CY","535. Toronto, CMA/RMR",Ontario - Southern,
60433,TORONTO DOWNTOWN - BAY & WELLESLEY - 2,0,BAY/WELLESEY ST.,TORONTO,ONTARIO,ONTARIO,M5S 3L6,-5,43.66417,-79.38722,105,2003-01-01,2019-10-11,,10,N,X,X,X,X,X,X,X,,,,,,,,,T,LU,P6,C,M,0944. Toronto,20. Toronto,"005. Toronto, C","535. Toronto, CMA/RMR",Ontario - Southern,
60434,MISSISSAUGA - 3359 MISSISSAUGA RD.,1,3359 MISSISSAUGA ROAD,MISSISSAUGA,ONTARIO,ONTARIO,M3H 5T4,-5,43.54697,-79.65869,105,2008-01-01,,"60415, 60432",5,N,X,X,X,X,X,X,X,X,,,,,,,,PE,LU,P5,C,N,0944. Toronto,21. Peel,"005. Mississauga, CY","535. Toronto, CMA/RMR",Ontario - Southern,
60435,ETOBICOKE SOUTH - 461 KIPLING AVENUE ,1,461 KIPLING AVENUE,TORONTO,ONTARIO,ONTARIO,M8Z 5E7,-5,43.610761,-79.52194,92,2009-01-03,,"60403, 60429",,N,,,X,X,X,X,X,X,X,,X,,X,,X,PE,LU,P5,I,N,0944. Toronto,20. Toronto,"005. Toronto, C","535. Toronto, CMA/RMR",Ontario - Southern,
60438,TORONTO - ROADSIDE - 401W,1,401W - 125 RESOURCES RD.,TORONTO,ONTARIO,ONTARIO,M9P 3V6,-5,43.71110556,-79.543425,139,2016-01-01,,,,N,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,T,LU,P6,C,M,0944. Toronto,20. Toronto,"005. Toronto, C","535. Toronto, CMA/RMR",Ontario - Southern,1
60439,TORONTO - ROADSIDE - WALLBERG,0,200 College Street,TORONTO,ONTARIO,ONTARIO,M5S 3E5,-5,43.659018,-79.395385,63,2013-11-30,2019-06-20,60427,,N,,,X,X,X,X,X,,X,,X,X,X,X,X,T,LU,P6,C,M,0944. Toronto,20. Toronto,"005. Toronto, C","535. Toronto, CMA/RMR",Ontario - Southern,
60440,TORONTO NORTH - 4905 DUFFERIN ST. ,1,4905 Dufferin Street,TORONTO,ONTARIO,ONTARIO,M3H 5T4,-5,43.78042,-79.46752,,2017-01-01,,60421,,N,X,X,X,X,X,X,X,X,X,,X,X,X,,X,PE,LU,P6,C,N,0944. Toronto,20. Toronto,"005. Toronto, C","535. Toronto, CMA/RMR",Ontario - Southern,2
60445,TORONTO DOWNTOWN - 55 JOHN ST. ,1,55 JOHN STREET,TORONTO,ONTARIO,ONTARIO,M5V 3C6,-5,43.64543,-79.38908,85,2019-06-21,,,3,N,,,X,X,X,X,X,,,,,,,,,T,LU,P6,C,M,0944. Toronto,20. Toronto,"005. Toronto, C","535. Toronto, CMA/RMR",Ontario - Southern,
60450,BRAMPTON - 109 MCLAUGHLIN RD. S.,1,109 McLaughlin Rd. S.,BRAMPTON,ONTARIO,ONTARIO,L6Y 2C8,-5,43.669567,-79.76567,217,2016-12-31,,60428,,N,,,X,X,X,X,X,X,,,,,,,,PE,LU,P6,C,N,0944. Toronto,21. Peel,"010. Brampton, CY","535. Toronto, CMA/RMR",Ontario - Southern,
60501,HAMILTON - WOODLANDS PARK,0,BARTON & WENTWORTH,HAMILTON,ONTARIO,ONTARIO,,-5,43.25917,-79.84389,83,1974-01-01,2000-12-31,,,N,X,X,X,X,X,X,,X,,,,,,,,PE,LU,P5,R,N,0349. Hamilton,25. Hamilton,"005. Hamilton, C","537. Hamilton, CMA/RMR",Ontario - Hamilton,
60505,HAMILTON - NORTH PARK,0,NORTH PARK,HAMILTON,ONTARIO,ONTARIO,,-5,43.28222,-79.78833,74,1974-01-30,1984-10-30,,,N,X,,X,,,,,,,,,,,,,PE,LU,P2,R,N,0349. Hamilton,25. Hamilton,"005. Hamilton, C","537. Hamilton, CMA/RMR",Ontario - Hamilton,
60511,HAMILTON - 467 BEACH BLVD.,0,467 BEACH BLVD.,HAMILTON,ONTARIO,ONTARIO,,-5,43.275799,-79.781415,74,1984-10-19,2000-12-31,,,N,X,X,X,X,X,,,,,,,,,,,PE,LU,P3,R,N,0349. Hamilton,25. Hamilton,"005. Hamilton, C","537. Hamilton, CMA/RMR",Ontario - Hamilton,
60512,HAMILTON DOWNTOWN - ELGIN & KELLY,1,ELGIN & KELLY,HAMILTON,ONTARIO,ONTARIO,L8R 3N2,-5,43.25778,-79.86167,90,1987-02-06,,,4,N,X,X,X,X,X,X,X,X,X,X,X,X,X,,X,PS,LU,P5,C,N,0349. Hamilton,25. Hamilton,"005. Hamilton, C","537. Hamilton, CMA/RMR",Ontario - Hamilton,1
60513,HAMILTON MOUNTAIN - VICKERS RD. & EAST 18TH. ST.- 1,0,VICKERS RD. & EAST 18TH. ST.,HAMILTON,ONTARIO,ONTARIO,L9A 1Y1,-5,43.22942,-79.86278,209,1985-10-10,2018-12-31,60521,3,N,X,,X,X,X,X,X,,,,,,,,,PS,LU,P6,R,N,0349. Hamilton,25. Hamilton,"005. Hamilton, C","537. Hamilton, CMA/RMR",Ontario - Hamilton,
60514,HAMILTON - NASH RD. & KENTLEY DR.,0,NASH RD. & KENTLEY DR.,HAMILTON,ONTARIO,ONTARIO,,-5,43.23333,-79.76667,84,1985-02-01,1996-09-09,,,N,,,,,,X,,,,,,,,,,PE,LU,P4,R,U,0349. Hamilton,25. Hamilton,"005. Hamilton, C","537. Hamilton, CMA/RMR",Ontario - Hamilton,
60515,HAMILTON WEST - MAIN ST. & HWY 403,1,MAIN ST. & HWY 403,HAMILTON,ONTARIO,ONTARIO,,-5,43.25744,-79.90775,96,1985-07-04,,,3,N,,,X,X,X,X,X,X,,,,,,,,PE,LU,P5,R,N,0349. Hamilton,25. Hamilton,"005. Hamilton, C","537. Hamilton, CMA/RMR",Ontario - Hamilton,
60516,MILTON - HARBOUR BAY FRONT,0,HILLYARD STREET,MILTON,ONTARIO,ONTARIO,,-5,43.48333,-79.91667,319,1999-08-28,2000-02-24,,,N,,,,,,,,,,,,,,,X,PE,NU,P3,A,na,none,24. Halton,"009. Milton, T","535. Toronto, CMA/RMR",Ontario - Southern,
60517,HAMILTON - CONFEDERATION PARK,0,CONFEDERATION PARK,HAMILTON,ONTARIO,ONTARIO,,-5,43.24722,-79.75111,74,1999-08-28,2002-11-28,,,N,,,,,,,,,,,,,,,X,PE,LU,P4,P,na,0349. Hamilton,25. Hamilton,"005. Hamilton, C","537. Hamilton, CMA/RMR",Ontario - Hamilton,
60518,HAMILTON - HOMESIDE II,0,HOMESIDE II,HAMILTON,ONTARIO,ONTARIO,L8H 5L1,-5,43.24917,-79.79472,81,2000-03-07,2000-05-31,,,N,,,,,,,,X,,,,,,,,PE,LU,P4,I,U,0349. Hamilton,25. Hamilton,"005. Hamilton, C","537. Hamilton, CMA/RMR",Ontario - Hamilton,
60519,HAMILTON - NIAGARA & LAND ST.,0,NIAGARA & LAND STREET,HAMILTON,ONTARIO,ONTARIO,L8L 6A7,-5,43.27,-79.84056,74,2000-02-23,2000-12-31,,,N,,,,,,,,X,,,,,,,,PE,LU,P5,I,U,0349. Hamilton,25. Hamilton,"005. Hamilton, C","537. Hamilton, CMA/RMR",Ontario - Hamilton,
60521,HAMILTON MOUNTAIN - 250 FENNELL AVE W.,1,250 FENNELL AVE W.,HAMILTON,ONTARIO,ONTARIO,L9C 1G3,-5,43.24132,-79.88941,195,2019-01-01,,60513,3,N,X,,X,X,X,X,X,X,,,,,,,,PS,LU,P6,C,N,0349. Hamilton,25. Hamilton,"005. Hamilton, C","537. Hamilton, CMA/RMR",Ontario - Hamilton,
60602,HAMILTON - ASH ST.,0,ASH STREET,SUDBURY,ONTARIO,ONTARIO,P3C 4E5,-5,46.49472,-81.00778,290,1974-01-02,2000-12-31,,,N,X,X,X,,,X,,,,,,,,,,PS,MU,P3,R,N,0904. Sudbury,53. Greater Sudbury / Grand Sudbury,"005. Greater Sudbury / Grand Sudbury, CV","580. Greater Sudbury / Grand Sudbury, CMA/RMR",Ontario - Sudbury,
60606,SUDBURY - KENNEDY ST.,0,KENNEDY STREET,SUDBURY,ONTARIO,ONTARIO,P3A 2E1,-5,46.52333,-80.9425,272,1977-01-01,2000-12-21,,,N,X,,,,,,,,,,,,,,,PS,MU,P3,C,N,0904. Sudbury,53. Greater Sudbury / Grand Sudbury,"005. Greater Sudbury / Grand Sudbury, CV","580. Greater Sudbury / Grand Sudbury, CMA/RMR",Ontario - Sudbury,
60607,SUDBURY - SCIENCE CENTRE NORTH ,0,100 RAMSEY LAKE RD.,SUDBURY,ONTARIO,ONTARIO,P3E 5S9,-5,46.47569,-80.96294,263,1984-08-01,2004-12-31,"60609, 60610",,N,X,X,X,X,X,X,,,,,,,,,,PS,MU,P3,R,N,0904. Sudbury,53. Greater Sudbury / Grand Sudbury,"005. Greater Sudbury / Grand Sudbury, CV","580. Greater Sudbury / Grand Sudbury, CMA/RMR",Ontario - Sudbury,
60609,SUDBURY - RAMSEY LAKE RD. ,0,1222 RAMSEY LAKE ROAD,SUDBURY,ONTARIO,ONTARIO,P3E 6J7,-5,46.47567,-80.963,259,2004-06-28,2012-12-31,"60607, 60610",,N,X,,,,,X,X,,,,,,,,,PS,MU,P3,R,N,0904. Sudbury,53. Greater Sudbury / Grand Sudbury,"005. Greater Sudbury / Grand Sudbury, CV","580. Greater Sudbury / Grand Sudbury, CMA/RMR",Ontario - Sudbury,
60610,SUDBURY - APPLEGROVE ST. / BIRCH ST.,1,APPLEGROVE ST. / BIRCH ST.,SUDBURY,ONTARIO,ONTARIO,P3C 1N3,-5,46.49194,-81.00311,271,2013-01-01,,"60609, 60607",5,N,X,,X,X,X,X,X,X,X,,,,,,,PS,MU,P3,R,N,0904. Sudbury,53. Greater Sudbury / Grand Sudbury,"005. Greater Sudbury / Grand Sudbury, CV","580. Greater Sudbury / Grand Sudbury, CMA/RMR",Ontario - Sudbury,2
60704,SAULT STE. MARIE - QUEEN & ELGIN,0,QUEEN & ELGIN,SAULT STE. MARIE,ONTARIO,ONTARIO,,-5,46.51194,-84.33333,183,1977-01-05,1983-02-22,,,N,X,,,,,,,,,,,,,,,PE,MU,P3,C,N,0739. Sault Ste. Marie,57. Algoma,"061. Sault Ste. Marie, CY","590. Sault Ste. Marie, CA/AR",Ontario - Northern,
60705,SAULT STE. MARIE - 550 QUEEN ST. WEST,0,550 QUEEN STREET WEST,SAULT STE. MARIE,ONTARIO,ONTARIO,P6A 1A6,-5,46.51944,-84.35556,187,1978-01-18,1980-03-07,,,N,X,,,,,,,,,,,,,,,PE,MU,P3,I,N,0739. Sault Ste. Marie,57. Algoma,"061. Sault Ste. Marie, CY","590. Sault Ste. Marie, CA/AR",Ontario - Northern,
60706,SAULT STE. MARIE - FARWELL PUMP HOUSE,0,FARWELL PUMP HOUSE,SAULT STE. MARIE,ONTARIO,ONTARIO,,-5,46.52917,-84.36111,188,1983-02-22,1987-04-06,,,N,X,X,X,X,X,X,,,,,,,,,,PE,MU,P3,I,N,0739. Sault Ste. Marie,57. Algoma,"061. Sault Ste. Marie, CY","590. Sault Ste. Marie, CA/AR",Ontario - Northern,
