Date,Year,Month,Month Name,Quarter,Season,Pollutant,Station,Concentration
2017-03-01,2017,3,March,Q1,Spring,O3,Pictou,33.8125
2017-03-01,2017,3,March,Q1,Spring,O3,Port Hawkesbury,36.07826087
2017-03-01,2017,3,March,Q1,Spring,NO2,Sydney,3.944444444
2017-03-02,2017,3,March,Q1,Spring,O3,Aylesford,32.70416667
2017-03-02,2017,3,March,Q1,Spring,O3,Pictou,26.23478261
2017-03-02,2017,3,March,Q1,Spring,O3,Port Hawkesbury,30.85833333
2017-03-02,2017,3,March,Q1,Spring,NO2,Sydney,2.875
2017-03-03,2017,3,March,Q1,Spring,O3,Aylesford,43.31666667
2017-03-03,2017,3,March,Q1,Spring,O3,Pictou,36.95416667
2017-03-03,2017,3,March,Q1,Spring,O3,Port Hawkesbury,40.69583333
2017-03-03,2017,3,March,Q1,Spring,NO2,Sydney,1.486111111
2017-03-04,2017,3,March,Q1,Spring,O3,Aylesford,42.6875
2017-03-04,2017,3,March,Q1,Spring,O3,Pictou,35.3375
2017-03-04,2017,3,March,Q1,Spring,O3,Port Hawkesbury,41.25833333
2017-03-04,2017,3,March,Q1,Spring,NO2,Sydney,1.638888889
2017-03-05,2017,3,March,Q1,Spring,O3,Aylesford,45.05416667
2017-03-05,2017,3,March,Q1,Spring,O3,Pictou,36.95
2017-03-05,2017,3,March,Q1,Spring,O3,Port Hawkesbury,40.76666667
2017-03-05,2017,3,March,Q1,Spring,NO2,Sydney,1.013888889
2017-03-06,2017,3,March,Q1,Spring,O3,Aylesford,43.75833333
2017-03-06,2017,3,March,Q1,Spring,O3,Pictou,33.56666667
2017-03-06,2017,3,March,Q1,Spring,O3,Port Hawkesbury,40.84583333
2017-03-06,2017,3,March,Q1,Spring,NO2,Sydney,0.194444444
2017-03-07,2017,3,March,Q1,Spring,O3,Aylesford,42.75
2017-03-07,2017,3,March,Q1,Spring,O3,Pictou,28.2875
2017-03-07,2017,3,March,Q1,Spring,O3,Port Hawkesbury,40.23333333
2017-03-07,2017,3,March,Q1,Spring,NO2,Sydney,2.361111111
2017-03-08,2017,3,March,Q1,Spring,O3,Aylesford,43.9375
2017-03-08,2017,3,March,Q1,Spring,O3,Pictou,38.32083333
2017-03-08,2017,3,March,Q1,Spring,O3,Port Hawkesbury,40.5
2017-03-08,2017,3,March,Q1,Spring,NO2,Sydney,3.291666667
2017-03-09,2017,3,March,Q1,Spring,O3,Aylesford,40.1625
2017-03-09,2017,3,March,Q1,Spring,O3,Pictou,31.82083333
2017-03-09,2017,3,March,Q1,Spring,O3,Port Hawkesbury,38.77083333
2017-03-09,2017,3,March,Q1,Spring,NO2,Sydney,3.791666667
2017-03-10,2017,3,March,Q1,Spring,O3,Aylesford,38.35
2017-03-10,2017,3,March,Q1,Spring,O3,Pictou,29.17916667
2017-03-10,2017,3,March,Q1,Spring,O3,Port Hawkesbury,34.325
2017-03-10,2017,3,March,Q1,Spring,NO2,Sydney,1.611111111
2017-03-11,2017,3,March,Q1,Spring,O3,Aylesford,32.02916667
2017-03-11,2017,3,March,Q1,Spring,O3,Pictou,26.15416667
2017-03-11,2017,3,March,Q1,Spring,O3,Port Hawkesbury,29.85416667
2017-03-11,2017,3,March,Q1,Spring,NO2,Sydney,1.194444444
2017-03-12,2017,3,March,Q1,Spring,O3,Aylesford,21.19583333
2017-03-12,2017,3,March,Q1,Spring,O3,Pictou,16.27916667
2017-03-12,2017,3,March,Q1,Spring,O3,Port Hawkesbury,19.67083333
2017-03-12,2017,3,March,Q1,Spring,NO2,Sydney,2.486111111
2017-03-13,2017,3,March,Q1,Spring,O3,Aylesford,23.80833333
2017-03-13,2017,3,March,Q1,Spring,O3,Pictou,14.14166667
2017-03-13,2017,3,March,Q1,Spring,O3,Port Hawkesbury,18.925
2017-03-13,2017,3,March,Q1,Spring,NO2,Sydney,5.222222222
2017-03-14,2017,3,March,Q1,Spring,O3,Aylesford,30.1625
2017-03-14,2017,3,March,Q1,Spring,O3,Pictou,17.86521739
2017-03-14,2017,3,March,Q1,Spring,O3,Port Hawkesbury,21.29166667
2017-03-14,2017,3,March,Q1,Spring,NO2,Sydney,8.902777778
2017-03-15,2017,3,March,Q1,Spring,O3,Aylesford,36.55416667
2017-03-15,2017,3,March,Q1,Spring,O3,Pictou,31.48333333
2017-03-15,2017,3,March,Q1,Spring,O3,Port Hawkesbury,35.66666667
2017-03-15,2017,3,March,Q1,Spring,NO2,Sydney,4.652777778
2017-03-16,2017,3,March,Q1,Spring,O3,Aylesford,39.25833333
2017-03-16,2017,3,March,Q1,Spring,O3,Pictou,32.79166667
2017-03-16,2017,3,March,Q1,Spring,O3,Port Hawkesbury,37.6125
2017-03-16,2017,3,March,Q1,Spring,NO2,Sydney,3.541666667
2017-03-17,2017,3,March,Q1,Spring,O3,Aylesford,39.09166667
2017-03-17,2017,3,March,Q1,Spring,O3,Pictou,26.29166667
2017-03-17,2017,3,March,Q1,Spring,O3,Port Hawkesbury,33.6875
2017-03-17,2017,3,March,Q1,Spring,NO2,Sydney,3.333333333
2017-03-18,2017,3,March,Q1,Spring,O3,Aylesford,38.59583333
2017-03-18,2017,3,March,Q1,Spring,O3,Pictou,27.4
2017-03-18,2017,3,March,Q1,Spring,O3,Port Hawkesbury,38.77916667
2017-03-18,2017,3,March,Q1,Spring,NO2,Sydney,2.833333333
2017-03-19,2017,3,March,Q1,Spring,O3,Aylesford,41.4625
2017-03-19,2017,3,March,Q1,Spring,O3,Pictou,22.81666667
2017-03-19,2017,3,March,Q1,Spring,O3,Port Hawkesbury,32.62916667
2017-03-19,2017,3,March,Q1,Spring,NO2,Sydney,6.833333333
2017-03-20,2017,3,March,Q1,Spring,O3,Aylesford,41.6375
2017-03-20,2017,3,March,Q1,Spring,O3,Pictou,33.24166667
2017-03-20,2017,3,March,Q1,Spring,O3,Port Hawkesbury,37.80833333
2017-03-20,2017,3,March,Q1,Spring,NO2,Sydney,1.763888889
2017-03-21,2017,3,March,Q1,Spring,O3,Aylesford,47.78333333
2017-03-21,2017,3,March,Q1,Spring,O3,Pictou,34.34166667
2017-03-21,2017,3,March,Q1,Spring,O3,Port Hawkesbury,42.275
2017-03-21,2017,3,March,Q1,Spring,NO2,Sydney,0.739130435
2017-03-22,2017,3,March,Q1,Spring,O3,Aylesford,46.325
2017-03-22,2017,3,March,Q1,Spring,O3,Pictou,26.07083333
2017-03-22,2017,3,March,Q1,Spring,O3,Port Hawkesbury,35.78333333
2017-03-22,2017,3,March,Q1,Spring,NO2,Sydney,7.791666667
2017-03-23,2017,3,March,Q1,Spring,O3,Aylesford,37.43333333
2017-03-23,2017,3,March,Q1,Spring,O3,Pictou,30.0375
2017-03-23,2017,3,March,Q1,Spring,O3,Port Hawkesbury,34.88333333
2017-03-23,2017,3,March,Q1,Spring,NO2,Sydney,1.611111111
2017-03-24,2017,3,March,Q1,Spring,O3,Aylesford,44.62916667
2017-03-24,2017,3,March,Q1,Spring,O3,Pictou,32.35833333
2017-03-24,2017,3,March,Q1,Spring,O3,Port Hawkesbury,40.32083333
2017-03-24,2017,3,March,Q1,Spring,NO2,Sydney,3.319444444
2017-03-25,2017,3,March,Q1,Spring,O3,Aylesford,44.44166667
2017-03-25,2017,3,March,Q1,Spring,O3,Pictou,32.45833333
2017-03-25,2017,3,March,Q1,Spring,O3,Port Hawkesbury,43.15416667
2017-03-25,2017,3,March,Q1,Spring,NO2,Sydney,2.25
2017-03-26,2017,3,March,Q1,Spring,O3,Aylesford,46.25416667
2017-03-26,2017,3,March,Q1,Spring,O3,Pictou,31.6
2017-03-26,2017,3,March,Q1,Spring,O3,Port Hawkesbury,43.975
2017-03-26,2017,3,March,Q1,Spring,NO2,Sydney,1.277777778
2017-03-27,2017,3,March,Q1,Spring,O3,Aylesford,44.7
2017-03-27,2017,3,March,Q1,Spring,O3,Pictou,24.84166667
2017-03-27,2017,3,March,Q1,Spring,O3,Port Hawkesbury,37.8
2017-03-27,2017,3,March,Q1,Spring,NO2,Sydney,5.805555556
2017-03-28,2017,3,March,Q1,Spring,O3,Aylesford,44.1625
2017-03-28,2017,3,March,Q1,Spring,O3,Pictou,33.32916667
2017-03-28,2017,3,March,Q1,Spring,O3,Port Hawkesbury,38.97916667
2017-03-28,2017,3,March,Q1,Spring,NO2,Sydney,2.097222222
2017-03-29,2017,3,March,Q1,Spring,O3,Aylesford,43.41666667
2017-03-29,2017,3,March,Q1,Spring,O3,Pictou,32.15416667
2017-03-29,2017,3,March,Q1,Spring,O3,Port Hawkesbury,38.72083333
2017-03-29,2017,3,March,Q1,Spring,NO2,Sydney,1.888888889
2017-03-30,2017,3,March,Q1,Spring,O3,Aylesford,44.02083333
2017-03-30,2017,3,March,Q1,Spring,O3,Pictou,35.575
2017-03-30,2017,3,March,Q1,Spring,O3,Port Hawkesbury,41.3375
2017-03-30,2017,3,March,Q1,Spring,NO2,Sydney,0.125
2017-03-31,2017,3,March,Q1,Spring,O3,Aylesford,46.23333333
2017-03-31,2017,3,March,Q1,Spring,O3,Pictou,36.825
2017-03-31,2017,3,March,Q1,Spring,O3,Port Hawkesbury,43.775
2017-03-31,2017,3,March,Q1,Spring,NO2,Sydney,0.138888889
2017-04-01,2017,4,April,Q2,Spring,O3,Aylesford,45.625
2017-04-01,2017,4,April,Q2,Spring,O3,Pictou,33.86666667
2017-04-01,2017,4,April,Q2,Spring,O3,Port Hawkesbury,41.34166667
2017-04-01,2017,4,April,Q2,Spring,NO2,Sydney,0.527777778
2017-04-02,2017,4,April,Q2,Spring,O3,Aylesford,44.41666667
2017-04-02,2017,4,April,Q2,Spring,O3,Pictou,32.96666667
2017-04-02,2017,4,April,Q2,Spring,O3,Port Hawkesbury,41.82916667
2017-04-02,2017,4,April,Q2,Spring,NO2,Sydney,1.277777778
2017-04-03,2017,4,April,Q2,Spring,O3,Aylesford,44.47083333
2017-04-03,2017,4,April,Q2,Spring,O3,Pictou,35.20416667
2017-04-03,2017,4,April,Q2,Spring,O3,Port Hawkesbury,42.92916667
2017-04-03,2017,4,April,Q2,Spring,NO2,Sydney,0.111111111
2017-04-04,2017,4,April,Q2,Spring,O3,Aylesford,46.61666667
2017-04-04,2017,4,April,Q2,Spring,O3,Pictou,32.19583333
2017-04-04,2017,4,April,Q2,Spring,O3,Port Hawkesbury,42.18333333
2017-04-04,2017,4,April,Q2,Spring,NO2,Sydney,0.263888889
2017-04-05,2017,4,April,Q2,Spring,O3,Aylesford,44.3
2017-04-05,2017,4,April,Q2,Spring,O3,Pictou,33.77916667
2017-04-05,2017,4,April,Q2,Spring,O3,Port Hawkesbury,38.36666667
2017-04-05,2017,4,April,Q2,Spring,NO2,Sydney,4.763888889
2017-04-06,2017,4,April,Q2,Spring,O3,Aylesford,41.8125
2017-04-06,2017,4,April,Q2,Spring,O3,Pictou,32.21666667
2017-04-06,2017,4,April,Q2,Spring,O3,Port Hawkesbury,42.69166667
2017-04-06,2017,4,April,Q2,Spring,NO2,Sydney,3.333333333
2017-04-07,2017,4,April,Q2,Spring,O3,Aylesford,42.4875
2017-04-07,2017,4,April,Q2,Spring,O3,Pictou,31.75
2017-04-07,2017,4,April,Q2,Spring,O3,Port Hawkesbury,39.6125
2017-04-07,2017,4,April,Q2,Spring,NO2,Sydney,2.027777778
2017-04-08,2017,4,April,Q2,Spring,O3,Aylesford,30.6
2017-04-08,2017,4,April,Q2,Spring,O3,Pictou,31.00416667
2017-04-08,2017,4,April,Q2,Spring,O3,Port Hawkesbury,34.5125
2017-04-08,2017,4,April,Q2,Spring,NO2,Sydney,2.5
2017-04-09,2017,4,April,Q2,Spring,O3,Aylesford,33.4625
2017-04-09,2017,4,April,Q2,Spring,O3,Pictou,19.29583333
2017-04-09,2017,4,April,Q2,Spring,O3,Port Hawkesbury,25.2375
2017-04-09,2017,4,April,Q2,Spring,NO2,Sydney,1.597222222
2017-04-10,2017,4,April,Q2,Spring,O3,Aylesford,45.29166667
2017-04-10,2017,4,April,Q2,Spring,O3,Pictou,32.825
2017-04-10,2017,4,April,Q2,Spring,O3,Port Hawkesbury,27.87083333
2017-04-10,2017,4,April,Q2,Spring,NO2,Sydney,4.972222222
2017-04-11,2017,4,April,Q2,Spring,O3,Aylesford,54.82916667
2017-04-11,2017,4,April,Q2,Spring,O3,Pictou,40.85833333
2017-04-11,2017,4,April,Q2,Spring,O3,Port Hawkesbury,42.32083333
2017-04-11,2017,4,April,Q2,Spring,NO2,Sydney,2.305555556
2017-04-12,2017,4,April,Q2,Spring,O3,Aylesford,43.11666667
2017-04-12,2017,4,April,Q2,Spring,O3,Pictou,28.88333333
2017-04-12,2017,4,April,Q2,Spring,O3,Port Hawkesbury,34.25
2017-04-12,2017,4,April,Q2,Spring,NO2,Sydney,1.847222222
2017-04-13,2017,4,April,Q2,Spring,O3,Aylesford,28.79583333
2017-04-13,2017,4,April,Q2,Spring,O3,Pictou,22.3375
2017-04-13,2017,4,April,Q2,Spring,O3,Port Hawkesbury,27.4125
2017-04-13,2017,4,April,Q2,Spring,NO2,Sydney,2.777777778
2017-04-14,2017,4,April,Q2,Spring,O3,Aylesford,38.01666667
2017-04-14,2017,4,April,Q2,Spring,O3,Pictou,24.69583333
2017-04-14,2017,4,April,Q2,Spring,O3,Port Hawkesbury,35.45416667
2017-04-14,2017,4,April,Q2,Spring,NO2,Sydney,1.069444444
2017-04-15,2017,4,April,Q2,Spring,O3,Aylesford,45.34166667
2017-04-15,2017,4,April,Q2,Spring,O3,Pictou,30.12083333
2017-04-15,2017,4,April,Q2,Spring,O3,Port Hawkesbury,31.27083333
2017-04-15,2017,4,April,Q2,Spring,NO2,Sydney,4.333333333
2017-04-16,2017,4,April,Q2,Spring,O3,Aylesford,44.2375
2017-04-16,2017,4,April,Q2,Spring,O3,Pictou,31.44583333
2017-04-16,2017,4,April,Q2,Spring,O3,Port Hawkesbury,34.70833333
2017-04-16,2017,4,April,Q2,Spring,NO2,Sydney,2.097222222
2017-04-17,2017,4,April,Q2,Spring,O3,Aylesford,36.5625
2017-04-17,2017,4,April,Q2,Spring,O3,Pictou,27.54583333
2017-04-17,2017,4,April,Q2,Spring,O3,Port Hawkesbury,29.2625
2017-04-17,2017,4,April,Q2,Spring,NO2,Sydney,0.819444444
2017-04-18,2017,4,April,Q2,Spring,O3,Aylesford,39.12083333
2017-04-18,2017,4,April,Q2,Spring,O3,Pictou,30.375
2017-04-18,2017,4,April,Q2,Spring,O3,Port Hawkesbury,34.56666667
2017-04-18,2017,4,April,Q2,Spring,NO2,Sydney,0.458333333
2017-04-19,2017,4,April,Q2,Spring,O3,Aylesford,40.97916667
2017-04-19,2017,4,April,Q2,Spring,O3,Pictou,29.74166667
2017-04-19,2017,4,April,Q2,Spring,O3,Port Hawkesbury,33.38333333
2017-04-19,2017,4,April,Q2,Spring,NO2,Sydney,2.291666667
2017-04-20,2017,4,April,Q2,Spring,O3,Aylesford,39.81666667
2017-04-20,2017,4,April,Q2,Spring,O3,Pictou,27.92083333
2017-04-20,2017,4,April,Q2,Spring,O3,Port Hawkesbury,35.45833333
2017-04-20,2017,4,April,Q2,Spring,NO2,Sydney,5.361111111
2017-04-21,2017,4,April,Q2,Spring,O3,Aylesford,36.3125
2017-04-21,2017,4,April,Q2,Spring,O3,Pictou,27.04583333
2017-04-21,2017,4,April,Q2,Spring,O3,Port Hawkesbury,31.97083333
2017-04-21,2017,4,April,Q2,Spring,NO2,Sydney,0.652777778
2017-04-22,2017,4,April,Q2,Spring,O3,Aylesford,38.82916667
2017-04-22,2017,4,April,Q2,Spring,O3,Pictou,24.125
2017-04-22,2017,4,April,Q2,Spring,O3,Port Hawkesbury,32.54166667
2017-04-22,2017,4,April,Q2,Spring,NO2,Sydney,4.458333333
2017-04-23,2017,4,April,Q2,Spring,O3,Aylesford,34.39583333
2017-04-23,2017,4,April,Q2,Spring,O3,Pictou,25.38333333
2017-04-23,2017,4,April,Q2,Spring,O3,Port Hawkesbury,36.07083333
2017-04-23,2017,4,April,Q2,Spring,NO2,Sydney,1.222222222
2017-04-24,2017,4,April,Q2,Spring,O3,Aylesford,32.59583333
2017-04-24,2017,4,April,Q2,Spring,O3,Pictou,25.225
2017-04-24,2017,4,April,Q2,Spring,O3,Port Hawkesbury,27.09375
2017-04-24,2017,4,April,Q2,Spring,NO2,Sydney,2.75
2017-04-25,2017,4,April,Q2,Spring,O3,Aylesford,41.39583333
2017-04-25,2017,4,April,Q2,Spring,O3,Pictou,26.70416667
2017-04-25,2017,4,April,Q2,Spring,NO2,Sydney,2.763888889
2017-04-26,2017,4,April,Q2,Spring,O3,Aylesford,35.49230769
2017-04-26,2017,4,April,Q2,Spring,O3,Pictou,31.725
2017-04-26,2017,4,April,Q2,Spring,O3,Port Hawkesbury,32.0125
2017-04-26,2017,4,April,Q2,Spring,NO2,Sydney,2.902777778
2017-04-27,2017,4,April,Q2,Spring,O3,Aylesford,35.07916667
2017-04-27,2017,4,April,Q2,Spring,O3,Pictou,32.26666667
2017-04-27,2017,4,April,Q2,Spring,O3,Port Hawkesbury,35.0125
2017-04-27,2017,4,April,Q2,Spring,NO2,Sydney,2.236111111
2017-04-28,2017,4,April,Q2,Spring,O3,Aylesford,31.4875
2017-04-28,2017,4,April,Q2,Spring,O3,Pictou,29.09166667
2017-04-28,2017,4,April,Q2,Spring,O3,Port Hawkesbury,31.51666667
2017-04-28,2017,4,April,Q2,Spring,NO2,Sydney,2.347222222
2017-04-29,2017,4,April,Q2,Spring,O3,Aylesford,38.22083333
2017-04-29,2017,4,April,Q2,Spring,O3,Pictou,26.2875
2017-04-29,2017,4,April,Q2,Spring,O3,Port Hawkesbury,29.32083333
2017-04-29,2017,4,April,Q2,Spring,NO2,Sydney,2.930555556
2017-04-30,2017,4,April,Q2,Spring,O3,Aylesford,35.93333333
2017-04-30,2017,4,April,Q2,Spring,O3,Pictou,29.22083333
2017-04-30,2017,4,April,Q2,Spring,O3,Port Hawkesbury,38.10416667
2017-04-30,2017,4,April,Q2,Spring,NO2,Sydney,0.694444444
2017-05-01,2017,5,May,Q2,Spring,O3,Aylesford,39.17916667
2017-05-01,2017,5,May,Q2,Spring,O3,Pictou,27.32916667
2017-05-01,2017,5,May,Q2,Spring,O3,Port Hawkesbury,39.2125
2017-05-01,2017,5,May,Q2,Spring,NO2,Sydney,2.180555556
2017-05-02,2017,5,May,Q2,Spring,O3,Aylesford,35.7
2017-05-02,2017,5,May,Q2,Spring,O3,Pictou,30.40869565
2017-05-02,2017,5,May,Q2,Spring,O3,Port Hawkesbury,42.075
2017-05-02,2017,5,May,Q2,Spring,NO2,Sydney,3.111111111
2017-05-03,2017,5,May,Q2,Spring,O3,Aylesford,32.72083333
2017-05-03,2017,5,May,Q2,Spring,O3,Pictou,28.62916667
2017-05-03,2017,5,May,Q2,Spring,O3,Port Hawkesbury,29.1375
2017-05-03,2017,5,May,Q2,Spring,NO2,Sydney,1.888888889
2017-05-04,2017,5,May,Q2,Spring,O3,Aylesford,37.28333333
2017-05-04,2017,5,May,Q2,Spring,O3,Pictou,28.1125
2017-05-04,2017,5,May,Q2,Spring,O3,Port Hawkesbury,32.29166667
2017-05-04,2017,5,May,Q2,Spring,NO2,Sydney,1.694444444
2017-05-05,2017,5,May,Q2,Spring,O3,Aylesford,41.56666667
2017-05-05,2017,5,May,Q2,Spring,O3,Pictou,31.12083333
2017-05-05,2017,5,May,Q2,Spring,O3,Port Hawkesbury,25.24583333
2017-05-05,2017,5,May,Q2,Spring,NO2,Sydney,4.680555556
2017-05-06,2017,5,May,Q2,Spring,O3,Aylesford,31.4
2017-05-06,2017,5,May,Q2,Spring,O3,Pictou,28.6625
2017-05-06,2017,5,May,Q2,Spring,O3,Port Hawkesbury,39.80833333
2017-05-06,2017,5,May,Q2,Spring,NO2,Sydney,1.388888889
2017-05-07,2017,5,May,Q2,Spring,O3,Aylesford,35.47083333
2017-05-07,2017,5,May,Q2,Spring,O3,Pictou,23.37083333
2017-05-07,2017,5,May,Q2,Spring,O3,Port Hawkesbury,36.73333333
2017-05-07,2017,5,May,Q2,Spring,NO2,Sydney,0.958333333
2017-05-08,2017,5,May,Q2,Spring,O3,Aylesford,38.59583333
2017-05-08,2017,5,May,Q2,Spring,O3,Pictou,32.66666667
2017-05-08,2017,5,May,Q2,Spring,O3,Port Hawkesbury,34.60416667
2017-05-08,2017,5,May,Q2,Spring,NO2,Sydney,1.833333333
2017-05-09,2017,5,May,Q2,Spring,O3,Aylesford,31.64166667
2017-05-09,2017,5,May,Q2,Spring,O3,Pictou,28.51666667
2017-05-09,2017,5,May,Q2,Spring,O3,Port Hawkesbury,41.06666667
2017-05-09,2017,5,May,Q2,Spring,NO2,Sydney,2.069444444
2017-05-10,2017,5,May,Q2,Spring,O3,Aylesford,37.6625
2017-05-10,2017,5,May,Q2,Spring,O3,Pictou,30.37916667
2017-05-10,2017,5,May,Q2,Spring,O3,Port Hawkesbury,38.4
2017-05-10,2017,5,May,Q2,Spring,NO2,Sydney,2.236111111
2017-05-11,2017,5,May,Q2,Spring,O3,Aylesford,29.55833333
2017-05-11,2017,5,May,Q2,Spring,O3,Pictou,25.0625
2017-05-11,2017,5,May,Q2,Spring,O3,Port Hawkesbury,30.825
2017-05-11,2017,5,May,Q2,Spring,NO2,Sydney,1.875
2017-05-12,2017,5,May,Q2,Spring,O3,Aylesford,31.875
2017-05-12,2017,5,May,Q2,Spring,O3,Pictou,25.62916667
2017-05-12,2017,5,May,Q2,Spring,O3,Port Hawkesbury,33.94583333
2017-05-12,2017,5,May,Q2,Spring,NO2,Sydney,1.097222222
2017-05-13,2017,5,May,Q2,Spring,O3,Aylesford,35.21666667
2017-05-13,2017,5,May,Q2,Spring,O3,Pictou,24.15416667
2017-05-13,2017,5,May,Q2,Spring,O3,Port Hawkesbury,32.09583333
2017-05-13,2017,5,May,Q2,Spring,NO2,Sydney,1.222222222
2017-05-14,2017,5,May,Q2,Spring,O3,Aylesford,38.24166667
2017-05-14,2017,5,May,Q2,Spring,O3,Pictou,25.12916667
2017-05-14,2017,5,May,Q2,Spring,O3,Port Hawkesbury,28.42916667
2017-05-14,2017,5,May,Q2,Spring,NO2,Sydney,3.555555556
2017-05-15,2017,5,May,Q2,Spring,O3,Aylesford,34.35833333
2017-05-15,2017,5,May,Q2,Spring,O3,Pictou,30.2
2017-05-15,2017,5,May,Q2,Spring,O3,Port Hawkesbury,38.65416667
2017-05-15,2017,5,May,Q2,Spring,NO2,Sydney,1.291666667
2017-05-16,2017,5,May,Q2,Spring,O3,Aylesford,35.6
2017-05-16,2017,5,May,Q2,Spring,O3,Pictou,25.125
2017-05-16,2017,5,May,Q2,Spring,O3,Port Hawkesbury,33.7625
2017-05-16,2017,5,May,Q2,Spring,NO2,Sydney,1.152777778
2017-05-17,2017,5,May,Q2,Spring,O3,Aylesford,37.44583333
2017-05-17,2017,5,May,Q2,Spring,O3,Pictou,25.20833333
2017-05-17,2017,5,May,Q2,Spring,O3,Port Hawkesbury,27.94583333
2017-05-17,2017,5,May,Q2,Spring,NO2,Sydney,1.194444444
2017-05-18,2017,5,May,Q2,Spring,O3,Aylesford,57.32083333
2017-05-18,2017,5,May,Q2,Spring,O3,Pictou,26.16666667
2017-05-18,2017,5,May,Q2,Spring,O3,Port Hawkesbury,29.6
2017-05-18,2017,5,May,Q2,Spring,NO2,Sydney,5.819444444
2017-05-19,2017,5,May,Q2,Spring,O3,Aylesford,52.8375
2017-05-19,2017,5,May,Q2,Spring,O3,Pictou,37.50833333
2017-05-19,2017,5,May,Q2,Spring,O3,Port Hawkesbury,31.64583333
2017-05-19,2017,5,May,Q2,Spring,NO2,Sydney,4.152777778
2017-05-20,2017,5,May,Q2,Spring,O3,Aylesford,29.71666667
2017-05-20,2017,5,May,Q2,Spring,O3,Pictou,23.35
2017-05-20,2017,5,May,Q2,Spring,O3,Port Hawkesbury,28.87916667
2017-05-20,2017,5,May,Q2,Spring,NO2,Sydney,0.666666667
2017-05-21,2017,5,May,Q2,Spring,O3,Aylesford,39.09166667
2017-05-21,2017,5,May,Q2,Spring,O3,Pictou,28.31666667
2017-05-21,2017,5,May,Q2,Spring,O3,Port Hawkesbury,34.1625
2017-05-21,2017,5,May,Q2,Spring,NO2,Sydney,0.083333333
2017-05-22,2017,5,May,Q2,Spring,O3,Aylesford,44.11666667
2017-05-22,2017,5,May,Q2,Spring,O3,Pictou,25.2125
2017-05-22,2017,5,May,Q2,Spring,O3,Port Hawkesbury,34.725
2017-05-22,2017,5,May,Q2,Spring,NO2,Sydney,1.041666667
2017-05-23,2017,5,May,Q2,Spring,O3,Aylesford,36.95
2017-05-23,2017,5,May,Q2,Spring,O3,Pictou,27.54583333
2017-05-23,2017,5,May,Q2,Spring,O3,Port Hawkesbury,32.17916667
2017-05-23,2017,5,May,Q2,Spring,NO2,Sydney,2.513888889
2017-05-24,2017,5,May,Q2,Spring,O3,Aylesford,26.7625
2017-05-24,2017,5,May,Q2,Spring,O3,Pictou,19.21666667
2017-05-24,2017,5,May,Q2,Spring,O3,Port Hawkesbury,28.4375
2017-05-24,2017,5,May,Q2,Spring,NO2,Sydney,1.513888889
2017-05-25,2017,5,May,Q2,Spring,O3,Aylesford,26.51666667
2017-05-25,2017,5,May,Q2,Spring,O3,Pictou,23.80833333
2017-05-25,2017,5,May,Q2,Spring,O3,Port Hawkesbury,28.80416667
2017-05-25,2017,5,May,Q2,Spring,NO2,Sydney,1.25
2017-05-26,2017,5,May,Q2,Spring,O3,Aylesford,27.225
2017-05-26,2017,5,May,Q2,Spring,O3,Pictou,23.85
2017-05-26,2017,5,May,Q2,Spring,O3,Port Hawkesbury,31.075
2017-05-26,2017,5,May,Q2,Spring,NO2,Sydney,1.777777778
2017-05-27,2017,5,May,Q2,Spring,O3,Aylesford,30.70416667
2017-05-27,2017,5,May,Q2,Spring,O3,Pictou,27.875
2017-05-27,2017,5,May,Q2,Spring,O3,Port Hawkesbury,34.92083333
2017-05-27,2017,5,May,Q2,Spring,NO2,Sydney,0.805555556
2017-05-28,2017,5,May,Q2,Spring,O3,Aylesford,28.10416667
2017-05-28,2017,5,May,Q2,Spring,O3,Pictou,28.05416667
2017-05-28,2017,5,May,Q2,Spring,O3,Port Hawkesbury,29.87083333
2017-05-28,2017,5,May,Q2,Spring,NO2,Sydney,0.722222222
2017-05-29,2017,5,May,Q2,Spring,O3,Aylesford,28.29583333
2017-05-29,2017,5,May,Q2,Spring,O3,Pictou,19.44583333
2017-05-29,2017,5,May,Q2,Spring,O3,Port Hawkesbury,21.95833333
2017-05-29,2017,5,May,Q2,Spring,NO2,Sydney,4.402777778
2017-05-30,2017,5,May,Q2,Spring,O3,Aylesford,37.875
2017-05-30,2017,5,May,Q2,Spring,O3,Pictou,22.92916667
2017-05-30,2017,5,May,Q2,Spring,O3,Port Hawkesbury,27.93333333
2017-05-30,2017,5,May,Q2,Spring,NO2,Sydney,2.317460317
2017-05-31,2017,5,May,Q2,Spring,O3,Aylesford,33.13333333
2017-05-31,2017,5,May,Q2,Spring,O3,Pictou,29.05
2017-05-31,2017,5,May,Q2,Spring,O3,Port Hawkesbury,27.79166667
2017-05-31,2017,5,May,Q2,Spring,NO2,Sydney,2.180555556
2017-06-01,2017,6,June,Q2,Summer,O3,Aylesford,38.12083333
2017-06-01,2017,6,June,Q2,Summer,O3,Pictou,24.49166667
2017-06-01,2017,6,June,Q2,Summer,O3,Port Hawkesbury,28.45416667
2017-06-01,2017,6,June,Q2,Summer,NO2,Sydney,2.388888889
2017-06-02,2017,6,June,Q2,Summer,O3,Aylesford,35.44166667
2017-06-02,2017,6,June,Q2,Summer,O3,Pictou,21.96666667
2017-06-02,2017,6,June,Q2,Summer,O3,Port Hawkesbury,26.00833333
