Climate ID,Date,Monthly_Average_Rain_mm,Monthly_Average_Snow_cm,Monthly_Average_Precip_mm,Monthly_Snow_on_Grnd_cm,MonthlyMax_Snow_on_Grnd_cm
8100989,2013-06-01,,,2.6379,,
8100989,2013-07-01,,,4.9067,,
8100989,2013-08-01,,,4.229,,
8100989,2013-09-01,,,4.7633,,
8100989,2013-10-01,,,1.31,,
8100989,2013-11-01,,,3.1897,1.0,1.0
8100989,2013-12-01,0.0,,3.18,22.1333,51.0
8100989,2014-01-01,,,2.7967,19.7742,45.0
8100989,2014-02-01,,,2.3821,30.5,47.0
8100989,2014-03-01,,,3.1355,46.7419,68.0
8100989,2014-04-01,,,3.8034,32.4583,68.0
8100989,2014-05-01,,,2.2226,,
8100989,2014-06-01,,,3.4379,,
8100989,2014-07-01,,,7.08,,
8100989,2014-08-01,,,2.7645,,
8100989,2014-09-01,,,1.2133,,
8100989,2014-10-01,,,2.3167,,
8100989,2014-11-01,,,4.0714,4.8571,18.0
8100989,2014-12-01,,,7.8964,7.4643,24.0
8100989,2015-01-01,,,2.6355,13.7667,39.0
8100989,2015-02-01,,,2.6893,59.5926,89.0
8100989,2015-03-01,,,0.8516,61.2581,73.0
8100989,2015-04-01,,,3.9567,25.9091,49.0
8100989,2015-05-01,,,1.35,,
8100989,2015-06-01,,,2.8667,,
8100989,2015-07-01,,,2.4129,,
8100989,2015-08-01,,,3.6867,,
8100989,2015-09-01,,,6.8033,,
8100989,2015-10-01,,,2.6633,,
8100989,2015-11-01,,,2.8586,0.1875,1.0
8100989,2015-12-01,,,3.88,6.4,25.0
8100989,2016-01-01,,,1.0774,16.3871,24.0
8100989,2016-02-01,,,3.8655,10.8276,28.0
8100989,2016-03-01,,,3.529,5.0323,25.0
8100989,2016-04-01,,,1.3828,0.6,3.0
8100989,2016-05-01,,,2.5429,,
8100989,2016-06-01,,,3.2467,,
8100989,2016-07-01,,,2.5933,,
8100989,2016-08-01,,,3.5548,,
8100989,2016-09-01,,,2.8667,,
8100989,2016-10-01,,,2.7419,,
8100989,2016-11-01,,,3.3312,4.5,6.0
8100989,2016-12-01,,,2.7871,17.7097,28.0
8100989,2017-01-01,,,2.2667,28.5484,41.0
8100989,2017-02-01,,,1.9071,50.8571,63.0
8100989,2017-03-01,,,2.2129,42.2581,52.0
8100989,2017-04-01,,,2.7069,15.12,43.0
8100989,2017-05-01,,,4.5774,,
8100989,2017-06-01,,,3.2483,,
8100989,2017-07-01,,,1.9323,,
8100989,2017-08-01,,,1.5355,,
8100989,2017-09-01,,,2.43,,
8100989,2017-10-01,,,1.5233,,
8100989,2017-11-01,,,4.9138,0.0952,1.0
8100989,2017-12-01,,,2.772,12.7619,24.0
8100989,2018-01-01,,,3.3957,12.375,25.0
8100989,2018-02-01,,,2.3036,20.1429,34.0
8100989,2018-03-01,,,3.3419,40.8065,56.0
8100989,2018-04-01,,,3.33,28.7143,46.0
8100989,2018-05-01,,,1.7733,,
8100989,2018-06-01,,,1.8933,,
8100989,2018-07-01,,,1.3323,,
8100989,2018-08-01,,,2.7387,,
8100989,2018-09-01,,,2.2,,
8100989,2018-10-01,,,4.1828,,
8100989,2018-11-01,,,5.8724,8.2,21.0
8100989,2018-12-01,,,2.0517,13.0,22.0
8100989,2019-01-01,,,4.9677,29.7419,47.0
8100989,2019-02-01,,,2.0808,49.3929,75.0
8100989,2019-03-01,,,1.91,58.6774,81.0
8100989,2019-04-01,,,3.55,4.2857,19.0
8100989,2019-05-01,,,2.7226,,
8100989,2019-06-01,,,2.3517,,
8100989,2019-07-01,,,2.0355,,
8100989,2019-08-01,,,1.9581,,
8100989,2019-09-01,,,6.3143,,
8100989,2019-10-01,,,3.6133,,
8100989,2019-11-01,,,3.9667,5.7692,13.0
8100989,2019-12-01,,,3.4633,5.5484,17.0
8100989,2020-01-01,,,2.325,23.129,36.0
8100989,2020-02-01,,,2.4368,43.7241,60.0
8100989,2020-03-01,,,,50.3226,65.0
8100989,2020-04-01,,,,23.7143,39.0
8100989,2020-07-01,,,3.0136,,
8100989,2020-08-01,,,1.3133,,
8100989,2020-09-01,,,1.1067,,
8100989,2020-10-01,,,2.44,,
8100989,2020-11-01,,,2.37,1.0,3.0
8100989,2020-12-01,,,5.1774,2.8182,10.0
8100989,2021-01-01,,,1.6226,11.9355,16.0
8100989,2021-02-01,,,13.1,33.9286,60.0
8100989,2021-03-01,,,,35.6129,75.0
8100989,2021-04-01,,,,0.0,0.0
8100989,2021-07-01,,,2.28,,
8100989,2021-08-01,,,1.9387,,
8100989,2021-09-01,,,6.5214,,
8100989,2021-10-01,,,2.5,,
8100989,2021-11-01,,,3.4533,1.6667,5.0
8100989,2021-12-01,,,2.4613,2.9655,9.0
8100989,2022-01-01,,,1.8968,13.9355,25.0
8100989,2022-02-01,,,4.037,21.0357,40.0
8100989,2022-03-01,,,3.1097,13.871,24.0
8100989,2022-04-01,,,3.9733,2.2857,6.0
8100989,2022-05-01,,,2.7867,,
8100989,2022-06-01,,,3.1414,,
8100989,2022-07-01,,,3.7968,,
8100989,2022-08-01,,,3.471,,
8100989,2022-09-01,,,2.3862,,
8100989,2022-10-01,,,1.8419,,
8100989,2022-11-01,,,3.769,0.2,1.0
8100989,2022-12-01,,,4.2129,6.7917,17.0
8100989,2023-01-01,,,4.49,18.7742,37.0
8100989,2023-02-01,,,1.0852,31.3704,42.0
8100989,2023-03-01,,,1.9839,31.8387,48.0
8100989,2023-04-01,,,0.6667,23.5625,38.0
8100989,2023-05-01,,,2.2677,,
8100989,2023-06-01,,,6.9931,,
8100989,2023-07-01,,,3.1129,,
8100989,2023-08-01,,,8.2633,,
8100989,2023-09-01,,,4.1034,,
8100989,2023-10-01,,,3.2258,,
8100989,2023-11-01,,,1.71,0.2857,1.0
8100989,2023-12-01,,,2.3645,1.3929,4.0
8100989,2024-01-01,,,1.3032,9.3871,17.0
8100989,2024-02-01,,,1.5276,16.4483,32.0
8100989,2024-03-01,,,5.8233,6.0714,23.0
8100989,2024-04-01,,,2.0333,7.7778,16.0
8100989,2024-05-01,,,1.2129,,
8100989,2024-06-01,,,2.0,,
8100989,2024-07-01,,,2.9226,,
8100989,2024-08-01,,,2.231,,
8100989,2024-09-01,,,1.9357,,
8100989,2024-10-01,,,1.8867,,
8100989,2024-11-01,,,5.09,6.25,13.0
8100989,2024-12-01,,,1.9793,7.5862,15.0
8100989,2025-01-01,,,1.1516,3.6452,11.0
8100989,2025-02-01,,,2.3889,16.8519,30.0
8100989,2025-03-01,,,3.6129,9.8889,28.0
8100989,2025-04-01,,,3.2962,3.0,6.0
8100989,2025-05-01,,,3.1,,
8100989,2025-06-01,,,1.8963,,
8100989,2025-07-01,,,1.8871,,
8100989,2025-08-01,,,1.1419,,
8100989,2025-09-01,,,1.3207,,
8100989,2025-10-01,,,2.5452,,
8100989,2025-11-01,,,2.19,0.3667,2.0
8100989,2025-12-01,,,1.5966,3.6774,8.0
8101201,2013-05-01,,,11.1222,,
8101201,2013-06-01,,,3.9433,,
8101201,2013-07-01,,,4.8862,,
8101201,2013-08-01,,,2.8935,,
8101201,2013-09-01,,,4.3467,,
8101201,2013-10-01,,,1.52,,
8101201,2013-11-01,,,3.5655,1.0,1.0
8101201,2013-12-01,0.0,,4.0968,31.8519,67.0
8101201,2014-01-01,,,3.0733,28.6452,56.0
8101201,2014-02-01,,,2.9357,42.8571,69.0
8101201,2014-03-01,,,4.2323,59.9032,75.0
8101201,2014-04-01,,,,36.25,69.0
8101201,2014-10-01,,,2.9267,,
8101201,2014-11-01,,,4.2276,4.5769,22.0
8101201,2014-12-01,,,8.4571,15.9677,43.0
8101201,2015-01-01,,,3.5613,28.3448,60.0
8101201,2015-02-01,,,2.8259,78.8,112.0
8101201,2015-03-01,,,1.0267,89.3636,98.0
8101201,2015-04-01,,,3.6552,4.0,5.0
8101201,2015-05-01,,,1.4,,
8101201,2015-06-01,,,2.8633,,
8101201,2015-07-01,,,2.0129,,
8101201,2015-08-01,,,2.4433,,
8101201,2015-09-01,,,8.2967,,
8101201,2015-10-01,,,2.6567,,
8101201,2015-11-01,,,2.4724,0.2632,2.0
8101201,2015-12-01,,,4.6806,11.7742,37.0
8101201,2016-01-01,,,1.5233,25.0323,34.0
8101201,2016-02-01,,,4.6828,22.6552,39.0
8101201,2016-03-01,,,3.5258,17.9355,38.0
8101201,2016-04-01,,,1.6429,4.4,15.0
8101201,2016-05-01,,,1.9968,,
8101201,2016-06-01,,,3.8833,,
8101201,2016-07-01,,,3.5233,,
8101201,2016-08-01,,,4.3806,,
8101201,2016-09-01,,,1.19,,
8101201,2016-10-01,,,2.9613,,
8101201,2016-11-01,,,2.425,5.75,21.0
8101201,2016-12-01,,,3.1935,26.8387,42.0
8101201,2017-01-01,,,3.8484,62.9677,74.0
8101201,2017-02-01,,,2.6741,81.6786,99.0
8101201,2017-03-01,,,2.5258,78.4839,84.0
8101201,2017-04-01,,,2.8267,36.1923,78.0
8101201,2017-05-01,,,4.9419,,
8101201,2017-06-01,,,1.9276,,
8101201,2017-07-01,,,1.129,,
8101201,2017-08-01,,,1.2871,,
8101201,2017-09-01,,,2.09,,
8101201,2017-10-01,,,2.8258,,
8101201,2017-11-01,,,4.1286,0.087,1.0
8101201,2017-12-01,,,4.1387,16.2903,37.0
8101201,2018-01-01,,,5.9567,27.5806,50.0
8101201,2018-02-01,,,4.05,41.5357,62.0
8101201,2018-03-01,,,3.7065,50.871,64.0
8101201,2018-04-01,,,4.6433,29.1852,40.0
8101201,2018-05-01,,,2.1,,
8101201,2018-06-01,,,2.39,,
8101201,2018-07-01,,,0.9258,,
8101201,2018-08-01,,,4.4276,,
8101201,2018-09-01,,,1.6207,,
8101201,2018-10-01,,,4.8667,,
8101201,2018-11-01,,,6.5862,30.0,50.0
8101201,2018-12-01,,,2.7484,37.3226,47.0
8101201,2019-01-01,,,5.5097,60.3226,83.0
8101201,2019-02-01,,,2.3,84.5926,112.0
8101201,2019-03-01,,,2.5065,103.0968,128.0
8101201,2019-04-01,,,5.1133,45.2,88.0
8101201,2019-05-01,,,2.4742,,
8101201,2019-06-01,,,1.8483,,
8101201,2019-07-01,,,2.3133,,
8101201,2019-08-01,,,3.1903,,
8101201,2019-09-01,,,6.2138,,
8101201,2019-10-01,,,3.6871,,
8101201,2019-11-01,,,4.1143,12.5,13.0
8101201,2019-12-01,,,3.7645,9.7097,24.0
8101201,2020-01-01,,,2.3065,31.5161,41.0
8101201,2020-02-01,,,2.9071,55.5172,72.0
8101201,2020-03-01,,,2.2867,59.3548,72.0
8101201,2020-04-01,,,2.0633,15.7,47.0
8101201,2020-05-01,,,2.6645,,
8101201,2020-06-01,,,0.9233,,
8101201,2020-07-01,,,3.9333,,
8101201,2020-08-01,,,0.8677,,
8101201,2020-09-01,,,1.3767,,
8101201,2020-10-01,,,2.51,,
8101201,2020-11-01,,,3.1207,0.7143,5.0
8101201,2020-12-01,,,5.5742,4.5263,11.0
8101201,2021-01-01,,,1.2742,15.2258,18.0
8101201,2021-02-01,,,13.2,40.9643,64.0
8101201,2021-03-01,,,,62.0645,86.0
8101201,2021-04-01,,,,5.5714,19.0
8101201,2021-07-01,,,3.8,,
8101201,2021-08-01,,,1.7097,,
8101201,2021-09-01,,,5.0828,,
8101201,2021-10-01,,,2.4355,,
8101201,2021-11-01,,,3.6833,4.6667,6.0
8101201,2021-12-01,,,2.7097,4.871,14.0
8101201,2022-01-01,,,2.6452,24.4839,46.0
8101201,2022-02-01,,,3.9143,41.6786,70.0
8101201,2022-03-01,,,3.6806,22.3548,35.0
8101201,2022-04-01,,,4.3333,3.5714,9.0
8101201,2022-05-01,,,2.17,,
8101201,2022-06-01,,,2.7333,,
8101201,2022-07-01,,,5.071,,
8101201,2022-08-01,,,3.1933,,
8101201,2022-09-01,,,2.3967,,
8101201,2022-10-01,,,2.9355,,
8101201,2022-11-01,,,4.5367,2.375,4.0
8101201,2022-12-01,,,4.5933,10.7619,19.0
8101201,2023-01-01,,,5.4032,30.6774,60.0
8101201,2023-02-01,,,1.2536,58.6429,68.0
8101201,2023-03-01,,,1.8333,61.7097,78.0
8101201,2023-04-01,,,1.33,40.1579,65.0
8101201,2023-05-01,,,2.68,,
8101201,2023-06-01,,,5.2767,,
8101201,2023-07-01,,,5.1107,,
8101201,2023-08-01,,,6.1935,,
8101201,2023-09-01,,,5.6966,,
8101201,2023-10-01,,,3.1,,
8101201,2023-11-01,,,2.0267,1.5185,9.0
8101201,2023-12-01,,,3.6172,3.0645,9.0
8101201,2024-01-01,,,2.2677,19.4194,32.0
8101201,2024-02-01,,,1.6276,35.4828,51.0
8101201,2024-03-01,,,7.4333,8.0645,24.0
8101201,2024-04-01,,,1.9633,0.8571,5.0
8101201,2024-05-01,,,0.9839,,
8101201,2024-06-01,,,3.9233,,
8101201,2024-07-01,,,1.8833,,
8101201,2024-08-01,,,3.6419,,
8101201,2024-09-01,,,1.92,,
8101201,2024-10-01,,,1.6032,,
8101201,2024-11-01,,,4.2138,2.0,10.0
8101201,2024-12-01,,,2.4552,10.3214,26.0
8101201,2025-01-01,,,1.7839,7.3226,19.0
8101201,2025-02-01,,,2.6429,36.5357,64.0
8101201,2025-03-01,,,4.75,27.9355,60.0
8101201,2025-04-01,,,2.6556,2.0,10.0
8101201,2025-05-01,,,4.7069,,
8101201,2025-06-01,,,2.0967,,
8101201,2025-07-01,,,2.4226,,
8101201,2025-08-01,,,0.2839,,
8101201,2025-09-01,,,1.4633,,
8101201,2025-10-01,,,2.2419,,
8101201,2025-11-01,,,3.125,0.0,0.0
8101201,2025-12-01,,,2.1452,6.2222,18.0
8101303,2004-12-01,,,4.0161,27.7419,50.0
8101303,2005-01-01,,,1.1645,33.3226,39.0
8101303,2005-02-01,,,1.5,48.1429,61.0
8101303,2005-03-01,,,2.9484,80.9355,97.0
8101303,2005-04-01,,,4.7033,23.7667,65.0
8101303,2005-05-01,,,2.2065,0.0,0.0
8101303,2005-06-01,,,2.6,0.0,0.0
8101303,2005-07-01,,,3.3613,0.0,0.0
8101303,2005-08-01,,,4.8871,0.0,0.0
8101303,2005-09-01,,,3.96,0.0,0.0
8101303,2005-10-01,,,4.6032,0.0645,1.0
8101303,2005-11-01,,,4.8267,0.5667,8.0
8101303,2005-12-01,,,4.8774,18.0645,76.0
8101303,2006-01-01,,,3.9419,55.7097,64.0
8101303,2006-02-01,,,2.2214,60.7143,70.0
8101303,2006-03-01,,,1.0194,60.4194,72.0
8101303,2006-04-01,,,1.15,9.0,37.0
8101303,2006-05-01,,,2.9,0.0,0.0
8101303,2006-06-01,,,4.0367,0.0,0.0
8101303,2006-07-01,,,4.5806,0.0,0.0
8101303,2006-08-01,,,1.1516,0.0,0.0
8101303,2006-09-01,,,3.4833,0.0,0.0
8101303,2006-10-01,,,6.3258,0.0,0.0
8101303,2006-11-01,,,3.9233,0.2667,4.0
8101303,2006-12-01,,,1.7226,6.3871,14.0
8101303,2007-01-01,,,1.729,13.4516,27.0
8101303,2007-02-01,,,1.6107,29.5,44.0
8101303,2007-03-01,,,2.6742,44.9677,55.0
8101303,2007-04-01,,,2.6467,33.6,59.0
8101303,2007-05-01,,,1.8419,0.0,0.0
8101303,2007-06-01,,,4.49,0.0,0.0
8101303,2007-07-01,,,3.9226,0.0,0.0
8101303,2007-08-01,,,2.9968,,
8101303,2007-09-01,,,2.4767,,
8101303,2007-10-01,,,2.4419,,
8101303,2007-11-01,0.0,,6.37,10.55,35.0
8101303,2007-12-01,0.0,,2.4067,38.7419,59.0
8101303,2008-01-01,0.0,,2.2548,41.5806,51.0
8101303,2008-02-01,0.0,,3.0034,69.0345,82.0
8101303,2008-03-01,0.0,,3.0129,92.3548,111.0
8101303,2008-04-01,,,2.9967,56.0,101.0
8101303,2008-05-01,,,1.4032,,
8101303,2008-06-01,,,4.13,,
8101303,2008-07-01,,,2.3241,,
8101303,2008-08-01,,,5.2129,,
8101303,2008-09-01,,,3.7933,,
8101303,2008-10-01,,,3.4613,,
8101303,2008-11-01,0.0,,3.4571,2.4,4.0
8101303,2008-12-01,0.0,,3.5774,22.2903,36.0
8101303,2009-01-01,0.0,,1.9903,49.7097,80.0
8101303,2009-02-01,0.0,,1.272,67.1111,76.0
8101303,2009-03-01,0.0,,2.69,57.75,67.0
8101303,2009-04-01,0.0,,3.3759,20.7,48.0
8101303,2009-05-01,,,3.3267,,
8101303,2009-06-01,,,1.7167,,
8101303,2009-07-01,,,4.6323,,
8101303,2009-08-01,,,2.6452,,
8101303,2009-09-01,,,1.61,,
8101303,2009-10-01,,,3.3452,4.3333,6.0
8101303,2009-11-01,0.0,,2.2933,,
8101303,2009-12-01,0.0,,3.9839,23.88,43.0
8101303,2010-01-01,0.0,,1.1806,34.9032,43.0
8101303,2010-02-01,0.0,,1.0222,34.5714,39.0
8101303,2010-03-01,0.0,,2.3367,15.6429,28.0
8101303,2010-04-01,,,2.1429,,
8101303,2010-05-01,,,2.0226,,
8101303,2010-06-01,,,4.2,,
8101303,2010-07-01,,,5.3833,,
8101303,2010-08-01,,,0.7645,,
8101303,2010-09-01,,,6.87,,
8101303,2010-10-01,,,3.3935,,
8101303,2010-11-01,0.0,,3.3897,6.0,12.0
8101303,2010-12-01,0.0,,4.5806,3.6923,10.0
8101303,2011-01-01,0.0,,1.1161,11.5517,20.0
8101303,2011-02-01,0.0,,1.9393,26.4643,39.0
8101303,2011-03-01,0.0,,4.4233,43.0323,60.0
8101303,2011-04-01,0.0,,2.7633,23.7647,47.0
8101303,2011-05-01,,,3.6267,,
8101303,2011-06-01,,,6.4172,,
8101303,2011-07-01,,,3.8833,,
8101303,2011-08-01,,,6.2645,,
8101303,2011-09-01,,,3.0724,,
8101303,2011-10-01,,,2.2839,,
8101303,2011-11-01,,,1.9433,,
8101303,2011-12-01,0.0,,2.8767,9.24,15.0
8101303,2012-01-01,0.0,,2.2903,32.4194,51.0
8101303,2012-02-01,0.0,,1.8828,58.8276,90.0
8101303,2012-03-01,0.0,,1.1903,52.0968,84.0
8101303,2012-04-01,0.0,,4.0433,5.75,9.0
8101303,2012-05-01,,,2.7548,,
8101303,2012-06-01,,,5.51,,
8101303,2012-07-01,,,1.271,,
8101303,2012-08-01,,,2.5903,,
8101303,2012-09-01,,,1.85,,
8101303,2012-10-01,,,4.5742,,
8101303,2012-11-01,0.0,,0.5133,1.3333,2.0
8101303,2012-12-01,0.0,,2.8935,13.1613,35.0
8101303,2013-01-01,0.0,,1.2733,33.9355,40.0
8101303,2013-02-01,0.0,,2.2214,27.4286,49.0
8101303,2013-03-01,0.0,,1.8839,33.9355,63.0
8101303,2013-04-01,0.0,,1.4,12.8889,16.0
8101303,2013-05-01,,,4.5194,,
8101303,2013-06-01,,,4.45,,
8101303,2013-07-01,,,1.9533,,
8101303,2013-08-01,,,3.2871,,
8101303,2013-09-01,,,4.4414,,
8101303,2013-10-01,,,1.7645,,
8101303,2013-11-01,0.0,,3.2483,3.05,9.0
8101303,2013-12-01,0.0,,2.1903,23.5484,45.0
8101303,2014-01-01,,,2.7967,39.9677,47.0
8101303,2014-02-01,,,1.6179,57.3929,69.0
8101303,2014-03-01,,,2.3548,79.6129,102.0
8101303,2014-04-01,,,3.3724,44.2,98.0
8101303,2014-05-01,,,3.48,,
8101303,2014-06-01,,,2.2333,,
8101303,2014-07-01,,,4.8833,,
8101303,2014-08-01,,,1.0323,,
8101303,2014-09-01,,,2.5033,,
8101303,2014-10-01,,,4.1903,,
8101303,2014-11-01,,,2.375,5.48,11.0
8101303,2014-12-01,,,3.3,16.0952,27.0
8101303,2015-01-01,,,1.5903,30.3548,42.0
8101303,2015-02-01,,,0.65,43.3462,51.0
8101303,2015-03-01,,,0.8161,47.1739,58.0
8101303,2015-04-01,,,2.7733,11.5263,47.0
8101303,2015-05-01,,,1.67,,
8101303,2015-06-01,,,3.33,,
8101303,2015-07-01,,,3.5968,,
8101303,2015-08-01,,,1.6467,,
8101303,2015-09-01,,,3.3462,,
8101303,2015-10-01,,,2.0633,,
8101303,2015-11-01,,,2.5931,1.6364,3.0
8101303,2015-12-01,,,3.8129,13.4194,38.0
8101303,2016-01-01,,,1.0833,32.5806,38.0
8101303,2016-02-01,,,3.9586,37.6897,47.0
8101303,2016-03-01,,,3.4323,59.3548,71.0
8101303,2016-04-01,,,1.7567,34.381,58.0
8101303,2016-05-01,,,2.6767,,
8101303,2016-06-01,,,5.93,,
8101303,2016-07-01,,,3.0833,,
8101303,2016-08-01,,,2.5097,,
8101303,2016-09-01,,,2.87,,
8101303,2016-10-01,,,3.3387,,
8101303,2016-11-01,,,2.75,3.25,12.0
8101303,2016-12-01,,,2.5588,26.5,41.0
8101303,2017-01-01,,,2.71,57.2727,66.0
8101303,2017-02-01,,,1.5643,72.9286,80.0
8101303,2017-03-01,,,2.2333,69.5484,84.0
8101303,2017-04-01,,,3.7067,37.6364,76.0
8101303,2017-05-01,,,3.8355,,
8101303,2017-06-01,,,4.256,,
8101303,2017-07-01,,,1.5226,,
8101303,2017-08-01,,,1.9581,,
8101303,2017-09-01,,,2.24,,
8101303,2017-10-01,,,6.4633,,
8101303,2017-11-01,,,3.1967,1.2857,4.0
8101303,2017-12-01,,,3.22,17.56,42.0
8101303,2018-01-01,,,4.4625,58.7059,72.0
8101303,2018-02-01,,,2.0857,74.1429,89.0
8101303,2018-03-01,,,1.5742,78.2903,90.0
8101303,2018-04-01,,,3.1724,52.25,80.0
8101303,2018-05-01,,,1.8871,,
8101303,2018-06-01,,,1.9967,,
8101303,2018-07-01,,,3.0387,,
8101303,2018-08-01,,,4.8111,,
8101303,2018-09-01,,,2.6,,
8101303,2018-10-01,,,1.78,,
8101303,2018-11-01,,,3.7333,23.75,32.0
8101303,2018-12-01,,,4.2524,24.4231,36.0
8101303,2019-01-01,,,5.47,57.0968,88.0
8101303,2019-02-01,,,4.0778,89.9643,117.0
8101303,2019-03-01,,,2.3333,96.3871,114.0
8101303,2019-04-01,,,2.9933,42.8333,74.0
8101303,2019-05-01,,,2.3645,,
8101303,2019-06-01,,,2.2655,,
8101303,2019-07-01,,,3.1645,,
8101303,2019-08-01,,,2.0129,,
8101303,2019-09-01,,,3.42,,
8101303,2019-10-01,,,2.9571,,
8101303,2019-11-01,,,3.3733,19.52,33.0
8101303,2019-12-01,,,2.0774,22.1935,34.0
8101303,2020-01-01,,,2.6033,44.7742,66.0
8101303,2020-02-01,,,2.1103,74.0345,92.0
8101303,2020-03-01,,,2.671,87.3548,106.0
8101303,2020-04-01,,,2.13,31.0714,70.0
8101303,2020-05-01,,,2.1129,,
8101303,2020-06-01,,,1.0333,,
8101303,2020-07-01,,,1.7933,,
8101303,2020-08-01,,,2.5452,,
8101303,2020-09-01,,,1.8867,,
8101303,2020-10-01,,,6.3517,,
8101303,2020-11-01,,,3.6333,9.7727,22.0
8101303,2020-12-01,,,2.831,13.5,22.0
8101303,2021-01-01,,,0.7207,18.7333,32.0
8101303,2021-02-01,,,2.2429,45.9643,68.0
8101303,2021-03-01,,,2.13,41.8065,67.0
8101303,2021-04-01,,,5.94,7.2,22.0
8101303,2021-07-01,,,1.7118,,
8101303,2021-08-01,,,1.2806,,
8101303,2021-09-01,,,6.21,,
8101303,2021-10-01,,,2.0065,,
8101303,2021-11-01,,,2.6536,9.1667,16.0
8101303,2021-12-01,,,2.2806,21.5484,35.0
8101303,2022-01-01,,,1.2935,44.5484,68.0
8101303,2022-02-01,,,3.1893,74.7143,85.0
8101303,2022-03-01,,,2.92,97.1613,118.0
8101303,2022-04-01,,,2.2767,53.3,88.0
8101303,2022-05-01,,,3.9581,,
8101303,2022-06-01,,,5.8833,,
8101303,2022-07-01,,,5.9417,,
8101303,2022-08-01,,,2.6613,,
8101303,2022-09-01,,,1.92,,
8101303,2022-10-01,,,4.2133,,
8101303,2022-11-01,,,4.59,12.1481,30.0
8101303,2022-12-01,,,3.2387,15.2581,28.0
8101303,2023-01-01,,,4.5731,46.0645,85.0
8101303,2023-02-01,,,1.772,83.1786,94.0
8101303,2023-03-01,,,1.569,79.5484,90.0
8101303,2023-04-01,,,0.88,54.125,84.0
8101303,2023-05-01,,,1.6613,,
8101303,2023-06-01,,,6.2759,,
8101303,2023-07-01,,,1.76,,
8101303,2023-08-01,,,5.2267,,
8101303,2023-09-01,,,2.53,,
8101303,2023-10-01,,,3.5133,,
8101303,2023-11-01,,,1.81,3.7857,9.0
8101303,2023-12-01,,,2.7903,7.0714,12.0
8101303,2024-01-01,,,1.8097,23.9355,44.0
8101303,2024-02-01,,,0.9679,32.8276,44.0
8101303,2024-03-01,,,3.5452,12.129,33.0
8101303,2024-04-01,,,1.0967,6.0526,20.0
8101303,2024-05-01,,,1.3387,,
8101303,2024-06-01,,,4.6167,,
8101303,2024-07-01,,,1.2,,
8101303,2024-08-01,,,2.4167,,
8101303,2024-09-01,,,1.2345,,
8101303,2024-10-01,,,3.5448,,
8101303,2024-11-01,,,1.9533,4.5,7.0
8101303,2024-12-01,,,3.6833,7.1613,18.0
8101303,2025-01-01,,,1.3161,13.3548,27.0
8101303,2025-02-01,,,2.6481,55.6786,87.0
8101303,2025-03-01,,,2.7129,45.3226,85.0
8101303,2025-04-01,,,3.2385,5.3,14.0
8101303,2025-05-01,,,2.6552,,
8101303,2025-06-01,,,2.2931,,
8101303,2025-07-01,,,2.1167,,
8101303,2025-08-01,,,2.0548,,
8101303,2025-09-01,,,1.16,,
8101303,2025-10-01,,,2.5161,,
8101303,2025-11-01,,,2.7033,1.7667,12.0
8101303,2025-12-01,,,2.1194,14.5484,28.0
8101505,2010-04-01,,,1.413,,
8101505,2010-05-01,,,1.6581,,
8101505,2010-06-01,,,6.6733,,
8101505,2010-07-01,,,1.3167,,
8101505,2010-08-01,,,1.3935,,
8101505,2010-09-01,,,4.0345,,
8101505,2010-10-01,,,3.929,,
8101505,2010-11-01,,,4.1875,,
8101505,2010-12-01,,,1.35,,
8101505,2011-01-01,,,0.92,,
8101505,2011-02-01,,,1.9292,,
8101505,2011-03-01,,,2.6286,,
8101505,2011-04-01,,,2.62,,
8101505,2011-05-01,,,5.25,,
8101505,2011-06-01,,,3.1333,,
8101505,2011-07-01,,,3.8483,,
8101505,2011-08-01,,,5.34,,
8101505,2011-09-01,,,0.4286,,
8101505,2011-10-01,,,2.7111,,
8101505,2011-11-01,,,1.7786,,
8101505,2011-12-01,,,3.3333,,
8101505,2012-01-01,,,1.1133,,
8101505,2012-02-01,,,1.1857,,
8101505,2012-03-01,,,1.4742,,
8101505,2012-04-01,,,3.4241,,
8101505,2012-05-01,,,3.1828,,
8101505,2012-06-01,,,3.05,,
8101505,2012-07-01,,,1.0643,,
8101505,2012-08-01,,,2.363,,
8101505,2012-09-01,,,4.9867,,
8101505,2012-10-01,,,6.4893,,
8101505,2012-11-01,,,1.0,,
8101505,2012-12-01,,,2.4793,,
8101505,2013-01-01,,,0.375,,
8101505,2013-02-01,,,0.972,,
8101505,2013-03-01,,,2.8467,,
8101505,2013-04-01,,,1.7,,
8101505,2013-05-01,,,3.0759,,
8101505,2013-06-01,,,3.5517,,
8101505,2013-07-01,,,7.3613,,
8101505,2013-08-01,,,4.063,,
8101505,2013-09-01,,,4.6536,,
8101505,2013-10-01,,,2.04,,
8101505,2013-11-01,,,2.6862,,
8101505,2013-12-01,,,0.6793,,
8101505,2014-01-01,,,3.331,,
8101505,2014-02-01,,,1.7667,,
8101505,2014-03-01,,,1.5923,,
8101505,2014-04-01,,,2.2462,,
8101505,2014-05-01,,,2.9258,,
8101505,2014-06-01,,,4.33,,
8101505,2014-07-01,,,2.8267,,
8101505,2014-08-01,,,3.9133,,
8101505,2014-09-01,,,1.3033,,
8101505,2014-10-01,,,4.0903,,
8101505,2014-11-01,,,3.06,,
8101505,2014-12-01,,,5.669,,
